AQ,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
1,44455.0814793177,428313.049661587,751395.436831506,964174.452278213,1186119.36268547,1305698.80283687,1228461.88167133,1279429.78560711,1136170.22264432,1131618.70114681,1162660.74026602,835952.765845127,977616.150907181,752989.067073599,853646.130966263,799856.286848788,936612.231509684,497731.345317061,553270.67794318,456125.788668877,383006.808991073,556589.138945563,422957.865205709,274589.353557197,172381.105314276,169049.176807242,103761.495830714,97400.3871257076,88479.2825741468,67157.1736011663,77221.3099269329,23783.0023257402,58221.427978728,31542.3171253207,18054.6424430576,27567.589848514,27043.399647759,15133.1306981139,9157.30739552506,59199.5516425621
2,63361.3483396542,443312.211248285,793913.550852445,1045077.66970501,1111524.02892872,1291600.76808754,1349484.64398296,1502613.19933663,1689801.35402288,1364779.24410922,1298478.46267009,1227071.71395666,1140515.96118235,1045944.85834617,986246.921210458,586130.792135651,587256.284061441,701949.21336882,663027.411184587,519176.370196688,360098.568239369,273319.388548442,259365.002462179,345694.70854305,190166.360241006,161279.367669781,166185.084352441,155901.701920221,193095.143259016,114576.874739627,146350.138927918,48586.1264507424,24362.2909798206,203998.827169621,26231.7686184022,26539.2555650873,24237.35367331,10464.6525664086,35412.1700952178,12780.9742606869
3,54799.5037551627,328199.806115988,814290.549791086,887456.414472659,1274621.99793818,1512484.65552667,1238463.36239109,1415078.72946134,1337142.85889168,1664225.22733232,1217128.4402935,966568.628034475,983975.14117412,1003293.39684958,794208.817890899,895521.91393863,854289.259299963,744996.160957388,616951.803870359,484172.636843188,460295.199852667,400470.505718147,495331.339280922,274344.349321116,150105.633037696,153906.542842585,189796.638391091,224999.07444193,62746.826611537,171086.400879089,275023.789235562,40190.5968279958,58585.5808802808,98460.9205351524,62466.4185237732,22703.9212052185,90126.3831651991,15092.1923451263,25237.6680047463,28029.0653298452
4,37954.9488967145,367582.514821681,801637.075871989,814227.164747364,1241173.30777541,1124729.93015202,1545517.75046004,1283969.50823451,1338804.93025015,1403041.36143341,1394413.1957476,1233368.2465216,1133837.76487007,1015900.66983309,931929.509546274,817820.741671852,723745.780668352,725575.986710104,532208.427724026,408026.56332595,517738.789522875,308630.7155105,228991.504300218,239368.073304024,482895.587735232,207308.538689565,105619.735255128,108484.90254185,79329.8561950772,197558.553353085,92700.4638385171,51414.8161757384,96581.0368232036,87784.506683354,50396.2862701609,29032.2484372982,43756.2326535506,39524.1468897569,8870.38185271298,16525.207039706
5,26614.7380515071,327205.251397917,727096.516391936,918515.97514069,1272767.48954535,1219856.15268203,1213375.55439439,1555686.28994425,1476254.15190802,1134727.12377268,1305900.34344356,1213297.42639983,1154162.18742139,892640.485827441,867124.22623642,896831.84288253,856353.613131673,710030.172741208,812056.970057401,613006.111331186,510463.095150977,364737.279163662,470640.0001494,234843.166769426,172695.869725013,244696.073635602,178076.06902512,221173.535729437,131592.353682972,89045.0338948901,60486.9075831087,52364.3355440504,122792.208922852,10010.214763925,82079.2048089952,23675.7724525904,23545.547614417,38328.9127246821,26625.8852055166,11986.183384016
6,23912.7071294129,367357.465371308,770964.689007241,1086398.91413601,1063252.42167132,1285310.46014693,1481353.88544651,1229478.91413084,1389923.6840794,1020716.24866156,1118150.54739367,1345465.74344524,1058083.99881265,1029456.40429186,744534.574571836,822119.756241347,798671.091706562,648738.865189582,515232.798452184,549567.240814795,490204.79033144,501789.647097429,446501.206531098,427368.477099207,217681.127114125,259175.670603049,223104.398534136,104831.460650987,152409.740524532,68869.9353713697,135188.922831612,78749.5576548878,75056.2976801393,58349.8442415806,138912.410078676,73364.401847079,65039.6156483743,25712.3808848217,24244.6692086876,14743.4839687225
7,28499.052453226,319802.464657372,759790.616079794,979198.35378648,1182132.83365934,1493692.01948074,1646305.69132581,1614562.01981804,1236564.32462738,1399401.93891717,962703.419226972,1005647.63008614,1141878.45218486,868308.075840238,869968.865525232,872635.706055478,799568.309734384,1212753.90943967,604079.163144742,481685.583520127,257536.947046178,334383.668801573,392687.365200115,252821.227637763,166502.454195923,238440.673600607,359519.452202431,115603.555958866,313106.88472864,134680.65162346,170147.975699182,221724.895786923,29179.6634538163,75877.9244323286,18803.1754917492,36232.3705374592,35515.8125612744,62185.9764574303,57959.0566825152,9272.3016128194
8,60208.9713311616,605515.102797304,848200.222444301,1359181.91538076,1163940.90751044,1290571.26048642,1341558.18265366,1358747.56557825,1077233.37953455,1492596.49493372,1084427.26137384,1335638.74086386,1017096.22574269,1051449.35578414,958344.123377528,998640.777954998,759539.323425472,635277.999481262,600662.033842098,552722.198971402,417620.038424115,371792.412483571,367905.589865843,458066.877894994,285201.354179628,269761.630241135,305254.88060058,180195.682156861,152675.489230589,106749.029564708,167990.717283925,158603.94638865,105242.345338421,43084.7620876953,20895.6299671799,32419.9054662862,16703.2491863288,20659.3438045422,52452.475544008,8583.6560111544
9,19790.2842804611,372135.511055458,764862.987392894,1095889.95912088,1242498.93156866,1289393.69399579,1621602.27703167,1612861.06895818,1351575.13226705,1340651.04063916,1098549.09205482,1094550.90160129,1214061.96713878,1088519.21426179,949512.076331365,798424.526002951,703166.821764783,639232.673401171,661429.360295569,527940.119369787,406350.948541513,444224.61076196,368197.775685737,301980.779500609,207372.251889156,173216.919865042,327686.102555096,285124.175297773,79839.3521878602,89692.3561449793,106345.810513564,103195.451528176,32368.7431900645,64990.1276101273,31544.0788114624,62377.430227386,15233.9833573161,44433.0002271028,10421.3488745957,26489.1578273555
10,107913.236842779,490595.369332787,930942.073221521,1072669.92070687,1334416.22365354,1268145.4592048,1598740.70039373,1680078.96782787,1409805.5020206,1424942.1076599,1134454.17090043,1083846.31095098,904057.344866331,961231.083767481,815457.719141419,734251.489762471,1179481.25153308,692923.575528937,684668.145850935,390223.682567346,421298.210619533,405068.961226072,263871.667278214,454799.011242972,301742.042409913,158042.917594173,318422.605512534,235561.338443651,157088.967137922,186582.614344738,40840.7029977627,131908.343157921,60408.1268490428,63540.9917109839,41964.6815174733,41114.8285518002,26406.9247261649,100957.458145161,8009.74901621853,26057.3347259713
11,30297.6178241045,382587.483795867,791779.274547294,1079339.69719603,1240743.7192616,1780802.60446736,1315737.31446032,1398302.74127763,1411841.61199412,1237890.85521834,1240873.81843367,1020344.30221243,888156.333722581,1185468.33657098,1019504.01070106,1073217.02033379,711452.43465303,547248.611381462,868704.292793076,452976.575431919,316944.519016439,423950.460591695,258715.342129161,280535.335187307,171064.968553896,329894.246223935,212518.709215838,104724.022268722,175016.199585919,209149.411547816,182972.301961376,209297.870833855,74154.5161062153,88884.0456841517,60115.751024013,13842.350324813,47284.5295611417,12296.2093215378,73402.5287871909,18263.6816687062
12,40085.2004745832,451590.124773637,811987.458790981,1134434.77668733,1514971.81421575,1177754.58581112,1207861.91944633,1402554.59371324,1242425.03546564,1237326.40412486,1224045.59120835,1015060.85369529,1246618.38653351,1148688.25687983,975945.315689293,579664.078878455,820764.882831822,439297.494662145,397797.739162513,487852.83139194,408280.157547653,263857.382487265,357478.427497147,278885.433270629,277710.122294835,209653.410306422,92807.4357638119,374205.345218505,132521.830071087,100626.059589685,37254.2563247066,46619.4590910631,31500.9449890783,49230.9159634229,167395.430179346,109650.250311922,11450.1223455886,31033.4472266985,42517.0974759568,7172.92862626072
13,16978.9351011818,404473.04273978,662325.542281309,890543.230442154,1267921.3651818,1061762.0588162,1363829.82771211,1324439.24003238,1239584.75073743,1341259.59863342,1462539.74290894,1248527.30230156,1242836.6455531,983562.056627724,1048829.74764703,706669.893147772,681449.866588898,563646.994355254,685803.230310529,676756.850194796,598911.06234757,392737.525825333,283664.89837576,301063.148331285,277243.500695545,209988.203057932,174423.142044964,185209.525242315,73621.3183043624,97009.5203584493,205350.318876178,217800.463968454,61512.4707784717,51335.9869964809,36510.9391520518,30377.4875372535,54777.4963580452,9812.93424322843,44645.6679824313,101745.338462743
14,13053.0615373866,249513.233998637,748541.077602066,982970.376399182,1473395.44451589,1121676.48341005,1405253.07819412,1567731.22542034,1372148.05948986,1260336.26866864,1166834.82074342,1297434.86720049,1334037.60576173,956052.64113127,914204.479723649,691280.000228358,685330.17179763,724734.866384567,529743.34391092,461321.17221764,450612.383401987,412515.026406873,430453.292559154,292895.506152877,349534.824566904,431594.940961505,315175.18469057,142546.388469888,245687.477633387,276397.19239624,35167.4108380069,79615.0632525847,161229.181449355,144074.054231537,114982.548420133,80647.0112591874,25860.0267546119,46004.5370469622,35104.9550937823,76539.3181417893
