AQ,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
1,38042.9533081703,249948.483565807,630273.626557478,701233.470724683,1030787.42382221,945287.158746781,1169010.65507376,1299818.12384006,1167368.0516546,1131421.89064645,1241527.7398452,866193.77663348,982762.064107084,759584.197383021,1057565.97345298,745555.44952801,1101690.56801691,556322.223894192,741200.34642804,344509.722664109,402632.88850248,424642.835474174,325905.13446227,232695.523828472,214187.923974742,107522.514358619,137504.941620033,124251.56771577,83660.3004253796,59733.4645869655,72612.5719849294,68667.1567402247,46703.2492026492,74520.0461551947,50469.9389288839,73372.1238906229,17018.0908815557,52006.4243477267,11599.2216013967,45714.4572990854
2,58182.3541007305,448220.450293063,517492.120547291,1066276.2316439,1265301.52564769,1361687.96302547,1148336.09943786,1323395.59414836,1080997.04082713,1576248.3344661,945065.46238888,1084573.98837607,959079.821374728,983463.075540485,911763.067413843,836805.652251035,951768.459501906,696026.773081637,667692.157062753,453420.952739152,466595.792718818,651127.946763672,422308.225709857,187909.840205178,308732.670383945,262200.909184724,224728.680283503,119498.465545353,60751.9633110148,174351.656903031,146239.160640124,80485.630069332,62495.8639732369,27334.8682183291,15805.8872153589,35780.6333569421,10836.6102244915,18592.6629786382,52258.9115019671,7461.46025616469
3,123836.922665362,306329.401178371,683694.059233123,893111.393884912,1463422.80705248,1415445.729771,1221908.01366777,1435427.39854588,1347717.32219568,1142555.03345339,1322506.0762565,1062381.14845351,870581.672439758,933551.327225976,958479.580858334,941340.965017991,724148.608525253,569726.517121198,554062.538929865,443068.614297501,314270.995880438,403696.24649131,321146.006314399,215226.078376779,207494.143885947,279174.836628133,269838.844944929,196463.221850977,96051.2297773444,369623.872037616,165252.769924225,30332.6819760022,122997.494779869,147903.576021233,13496.2886995748,37264.5727867954,31619.142088379,11848.5512084799,6970.3290874304,26269.8149594023
4,140611.728238043,413972.969016841,924459.874825792,1057103.94677816,1043378.28818674,1280598.25368551,1341959.23383014,1540146.44416294,1477445.13605234,1415558.95827331,924108.256803856,1013999.0373774,1130261.22453664,918317.272083731,783925.729355788,769342.024583384,759593.243986617,533217.577792987,639524.838694138,312870.323403307,324479.522026595,338315.048955094,297717.519834753,196417.229772504,227171.034748624,252320.836897225,136428.96965786,160931.467015719,94531.9921973907,90083.5981078809,162591.363721589,34348.9388796118,34680.6300232322,20163.962244251,66764.9778587459,137690.81057772,35743.8308464711,174996.33414838,3549.35412396729,48682.7424894855
5,29553.9419708118,337056.942185814,746459.349333187,1080706.85628327,1192414.99832493,1215129.35964038,1201658.83484266,1327840.96922974,1132817.03665458,1197302.85055904,1231013.1004613,1438457.80723993,1112730.45812473,928725.924091015,863589.889287604,624426.98962463,940977.900456636,772217.288997595,446934.4867893,460998.861071403,352424.16084729,361595.851695073,218350.177711428,331241.524340648,352243.855479984,200016.603968111,293429.461197794,138275.738419235,134268.979955016,105158.997714872,133008.095147102,50675.0601316329,39770.4359780652,18670.351702655,117156.690138855,48523.4370343534,24898.9198964144,54775.3092046606,24814.955995838,1883.50357713861
6,104242.493954551,320263.616840025,906758.577433818,1146845.08164648,1075467.88993297,1444483.24404574,1369185.22267071,1314465.47998515,1668348.95241296,1371292.91467983,1261895.86102714,1232352.58759714,1236801.55413807,892034.60075463,852488.676170822,965479.721790651,624678.517200078,464338.793095963,504216.940132413,479979.856188208,577444.370692529,467618.316495575,396945.562887109,346348.787843366,164930.895720698,300402.504219848,176623.719816482,278500.979319138,164328.828685694,120481.873132901,98818.8054343581,91836.7242100174,71038.8973252025,77293.3886574958,43587.4155150186,31626.3646921568,36014.9118894293,35839.1618350096,15829.5430193898,6021.37810739518
7,51454.7464594139,494278.202896087,844510.33621808,1014821.79308495,1109713.18399328,1293282.46575497,1454636.32790883,1461960.71528166,1418929.11766059,1456654.68241674,1435022.02159858,1129004.73728018,1352273.98447032,1247509.48069953,867774.827234552,690460.896172428,638202.362106935,685856.410682673,516506.040642477,514239.408228523,504061.171658649,376901.159235759,297466.266068367,431590.7133709,301434.913973903,216838.641054883,275814.825926909,124347.686338695,162730.500710681,111062.977756656,67294.9065293621,98626.4314093843,57397.4767025243,31989.4252588582,61687.6543235892,39704.9394553106,2125.56749472184,106611.535783372,15209.1489509027,41727.8350316361
8,89887.9306958193,401013.841635355,653248.817464256,1084784.53780335,1304262.23758449,1417167.0278797,1370762.74461106,1268226.81263722,1303997.20900557,1235750.65409545,1051596.83973412,1119639.43644108,1071030.26957313,797934.459429846,724445.682634558,661998.448575808,531147.946725052,800649.256492129,436518.597766358,501729.773956797,643742.053096974,353351.055715852,291270.427443752,357255.201994345,321346.73799855,233364.977309174,211675.005215006,92349.6623722015,186667.438928992,51847.7607190878,36596.4005653626,89893.772075903,89356.8811229629,37262.3588421865,47385.3796498521,69800.9934303707,32587.4549146862,20577.0475300192,0,12410.7575470985
9,71903.5088903783,395109.687229313,796774.884783379,993283.49884439,1294155.55794533,1073468.99082248,1340048.53662,1283771.03124569,1557885.13601042,1269913.78758637,1455382.22228324,1234372.8329108,1180029.9531692,1178868.22592087,912292.832561351,1064453.92045142,1010703.5209618,471039.686855074,532418.561165438,396714.40845903,477653.811688354,399663.037380387,349593.052068934,367934.943819439,368770.810545898,281318.170332061,134974.205252049,309827.842538963,305871.63116711,396114.621486614,127125.572293416,60677.4506729954,37862.9663681431,201304.172756883,18647.7540078919,66432.9808906292,90930.4389748794,11146.3899673446,58258.494956676,15210.8727985484
10,78631.3972765974,415677.447872695,714168.965116577,1182790.11639055,1652838.59969147,1462086.40794747,1472490.0253611,1240363.20974844,1317605.6081776,1106629.51419117,965405.412107962,1283334.85761013,908721.981830651,1160102.16095064,741030.426528887,883316.362213461,755907.996580596,951104.673577369,607495.998493463,592751.184723966,379847.416007237,358062.872460484,406803.031106353,353770.787588468,182966.508798405,363877.488080543,250076.751295711,332858.241551286,194411.82368133,154665.482306844,104370.108379276,49663.7812329339,70534.4982722249,88677.0992003965,69424.4741858386,17185.5115878397,28924.0926978816,35328.7024814477,26881.6024140413,16044.702636726
