AQ,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
1,36802.1959199066,423585.153025606,843624.809132779,875417.859881092,1270301.51931937,1153306.38614064,1307590.40658694,1095125.14916323,1615127.80817573,1421575.24680253,1381118.09917628,1519277.32089397,943262.496321924,1285838.5623342,772439.607001928,861962.878748571,779003.263203662,801662.665038048,684254.115137045,627940.573048982,510214.183268981,572523.658780912,434568.789442828,461517.023372133,280561.516902895,158922.196577923,215049.285099059,130910.675803144,79831.3912437063,117239.241289967,54725.8344031021,101862.962393748,37205.6400785119,64315.8216823077,100908.495441564,50782.2180117307,40694.3897467709,10932.5679629213,19668.6825463599,36863.0005153266
2,12896.4210256496,248518.974597021,698224.096109465,813054.164521507,1119686.44986192,1257032.33594771,1362687.33088886,1276105.09244425,1606902.25447651,1118679.03482829,1179839.75586269,1103746.23060616,1068458.71550475,1274734.81389677,737669.375901062,812114.817267895,887408.981749226,704918.691913289,762331.427533367,381384.026212397,374198.735991338,504802.801637329,324800.684876083,264332.623293222,251912.778044012,216166.395709116,134367.710687148,70362.1416808836,84981.1865127569,242384.036236815,65335.8408527132,104377.227614423,76079.3258498672,70339.6190463809,29096.667602532,50165.9854830234,75141.9935650725,83028.0459559827,55962.6986858705,69134.7546234091
3,43899.7199467723,439670.10030416,1061522.85826453,1133440.16208092,1374698.00557541,1429674.33471807,1315290.95944165,1123769.90964715,1469327.53750199,1367416.77928244,1050944.93829421,997937.77731177,1154526.14734368,892921.32174869,1034986.17309689,936078.505707331,621290.338181142,636312.424035324,476867.486600118,362299.094541397,420712.916597543,398776.245359,405470.139616822,385116.973001232,141888.735313649,229188.523885373,192464.596253596,93347.3918847587,142230.265137428,201243.907156097,92276.952888203,110297.90336426,32777.9249322563,55585.3301905912,77083.2290795973,6588.21630786584,77030.7907863373,13155.9721003411,87046.3207696097,4002.53599260076
4,62427.1695123379,450605.368762016,809346.124972506,990975.24106637,1034012.17622087,1296106.96645549,1176437.06961358,1494457.32366931,1185492.02003169,1490398.86101561,1092857.06036187,1211967.94307957,1113124.98497594,1301227.49606085,1281463.84143367,1040779.28315209,617714.490693322,690468.546812877,477760.538515121,536418.885629677,389448.526739264,442597.385527372,468473.115123395,402450.973503228,340900.201475337,185725.381749519,173169.229143449,235373.141874396,132709.541809262,90933.8182322471,154026.420794839,100198.172038854,41405.9219394593,220546.55668133,72945.7294086065,53996.9629672669,7557.44321662317,155900.617121268,4045.32881759904,23494.5319314792
5,39192.3925351574,324228.220745947,715090.812900981,773006.333169223,1161746.94800208,1254553.72830079,1409441.88936519,1290550.4466777,1496150.86465884,1234860.88889386,1200992.03295136,1155640.65905373,968998.720561542,1002372.13762376,1092936.47184652,777416.608369466,527567.149865044,580312.943384742,632921.998527453,424778.391986695,318652.869096367,396624.180224889,232556.523235459,273649.998550233,282412.762580222,156983.194038959,177168.457827012,173988.028749164,95996.5368465924,160292.765328526,96261.4156720368,58860.0894709077,37681.3466833657,52860.6598888105,22076.2634928211,1312.99871789352,6186.69264870033,6384.10452342293,28231.4801065855,16486.1018627001
6,26531.909185555,419053.513477807,775103.426462823,935712.845121385,1293085.88718251,1374517.32965153,1359046.21787546,1344949.97801851,1299267.58371994,1361380.5978358,1075950.98061823,990269.268039713,1232967.85411593,1068259.02676532,791577.914830105,865943.974986689,761256.140567884,698571.438791454,611732.050108868,472529.731336155,416648.147492171,442072.412566795,213308.567843016,293355.590998811,309497.750398057,151625.603350614,112756.074185491,119353.156949911,127074.502474453,224851.720296182,93694.5697820066,62936.0381422408,43548.7903343017,72171.4422290774,62325.2086721766,33943.3434333415,25627.1544216327,33198.5911767286,9485.14264890768,31746.8065057803
7,87378.1665801579,327854.381349363,727640.223809952,1221782.13520649,1098684.65706371,1155342.1175996,1455645.84551753,1445406.99074085,1686482.04035247,1230993.70839003,1120359.67020594,1094297.68878285,1063890.77739321,942080.07819977,947152.809620592,902280.640053805,586582.284257725,469342.188458319,463900.652358368,581218.338149142,444517.781232679,397775.235396951,363331.890691275,259431.447885029,217004.850711376,222444.273314007,202538.122019707,133092.107074073,106044.230699415,71910.5627892661,191123.905353532,69304.1225447056,111041.068372533,16109.1528330206,13683.2291486647,24351.7193474628,15626.9135133114,53592.2456662464,12706.7840213458,25520.6116182363
8,78289.7625965872,387483.104747752,718821.753878838,921951.678473634,1325364.88342097,1151136.87061323,1069978.73634633,1098184.68411195,1071978.92659571,1356790.92536091,876250.070675014,1021491.76908702,1001949.37443256,1056291.01619723,818437.592948602,901832.930867929,726541.469527697,647223.498202812,639730.199656934,532456.940868946,687430.970519269,476107.820324815,455035.992363396,338840.62570188,194067.95281345,146156.295063256,265461.202601879,151119.536694267,100547.200642397,51476.7810161623,69672.2784414472,94326.013092797,36527.3758433705,15459.9963630773,16422.0316055324,86493.6918734157,37795.0589722731,127128.435959143,102821.169436433,42016.4048132524
9,64500.4871974406,352540.103294257,713583.018857971,965993.887840237,1099631.89373003,1521003.09005753,1280368.92028495,1281293.15075678,1214219.03289378,1321935.62482375,1201656.15392451,1298385.28670884,1026638.20640036,770526.922904712,946704.245963415,1032950.48034884,634748.92001911,740860.088862615,753320.317166427,484633.208639707,615384.483369986,406707.412934876,270322.959319965,362666.414138311,322412.358354648,311148.023125829,179195.053614545,247152.996504804,275562.000380051,84757.4145372529,39075.0397759728,156564.69161706,24252.8938415833,122630.185892089,137805.16858965,91862.959102768,28461.0637367232,11496.9517654666,8289.08674518326,94972.1682759303
10,84737.1907964565,457650.701470318,885225.425283691,1159257.7428664,1300984.48030706,1505158.17167468,1338743.3513764,1352494.86246532,1320777.13451506,1365169.97843856,1338608.95301837,1205462.3917225,1273787.80278712,1161212.89562517,948399.250804578,709488.749032409,658505.420425286,666402.123625929,486207.362576566,610895.039488883,396549.961540196,428740.480556489,303097.348287443,272589.889139137,245247.523643894,306474.280590081,164860.034161327,180877.096299363,76312.7852458774,172895.386320051,175892.508211172,88466.3011301193,103809.489028655,14415.3054332877,19213.62263768,35291.9896609435,33879.7233493145,66978.7941342683,25039.1173449593,12348.2562300886
