AQ,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
1,42097958.2589964,105306784.344063,96609449.7435617,78587055.0666096,64988500.02464,52318114.527579,46546043.0515357,37865318.1494345,28648705.8104242,23874963.3056262,24948045.3683391,17131426.4176542,15922978.7248498,12403186.5262666,9793614.18211167,8846732.74161388,7113983.3136605,6267147.53374891,8152343.38456321,6239553.76477476,4067426.06881041,3561295.23129194,2569032.17018519,1993600.42090253,1198463.48716157,1592166.51396468,2091431.98378952,1928700.43337338,1628979.97992637,689058.215479246,531210.549894575,193242.628728248,470003.118096566,258266.942288372,169835.287179469,691547.581037677,461744.003724646,35143.5277556398,74620.5998523033,1539318.14536922
2,44696264.4905015,102688193.97673,101908374.903044,75534165.660342,58786782.1717402,48988147.9473526,45507250.1962314,37596770.1779508,33067897.1155984,29411397.0602798,22577145.4570227,17682991.3258529,16429836.1427834,13746024.3725584,10941332.6399481,9610484.6264191,4807305.12028729,4475216.3799751,5924302.56536866,4296937.25812729,3953953.31751962,2937337.3589782,1931197.7841811,2594471.78648377,1793281.15086649,2863813.40410911,1575844.02865609,1286934.6897871,3054368.31139434,1143414.4202286,564964.140103725,275727.194903667,625341.887545277,339252.836219285,130231.152907076,1476851.86910219,177924.514471942,32350.8112425414,281831.466654389,1101345.67368293
3,42878112.2765778,96178138.4621278,100583658.972378,76228291.9744961,62865557.2143291,54218093.0778735,44371673.7315559,39803887.914251,37691013.3975634,22384424.507914,18850227.6091388,18941823.7049847,15927849.0009205,14821779.5259187,10778423.0800391,10558542.5160006,6848418.39134519,7095887.46974191,5461279.68646219,4295147.06796936,5592820.70831906,4881575.77854674,3186202.63088591,3043040.61613439,1696870.95994612,1388232.0639248,1380243.52863065,2239834.43043068,401743.543008246,935967.22302502,529480.079522782,93026.1116443331,574833.952820644,453405.667561038,314393.567823871,56473.9021597272,91140.6146877402,28232.3782595748,134437.019552116,879061.584587989
4,47418593.9963962,110570550.035366,109675007.520694,77240136.351605,61965738.7520852,50794447.2577579,41155252.5881476,35934902.6183294,33723406.3481273,27223481.9053864,22799241.7029204,17780656.3861128,12501049.2460552,13633962.6522892,9143583.43296432,9656872.01436091,9377048.35682178,8044555.50682288,7644072.26717975,3015965.68140896,4634013.79695603,4270278.37233664,3113396.60510745,1717225.10434822,1714562.54610616,1870786.38467781,1632541.06282754,1026433.58631466,785074.888435335,1346909.96796009,760545.160852199,400844.817252557,429329.998741505,432396.557207293,131852.288965529,335612.22268453,102455.077115605,347913.601419789,174752.422883302,971340.34087967
5,45848655.5721023,100776969.064945,96666222.3722252,77098162.2817764,61474471.7618441,52255456.5951774,50393633.8955743,35492629.7045264,29661090.0304244,22242500.8299714,25157025.0897602,17580934.3610465,17750857.2968555,14805043.9723092,10953671.0600857,10447864.7785261,6717521.63100241,4561888.49603492,7712475.54565011,3755010.55026894,4910444.92913444,2786460.14755461,2814680.42515141,2733093.72297693,1253694.60620493,2185391.90766988,1050815.41146324,796053.816850218,1517548.55379279,985107.491842219,1145282.27868377,598292.821027359,405574.84773958,264546.566961292,254038.498182302,93050.7434978862,96351.4673124009,261723.677535241,31840.0483084395,1264994.44907564
6,48953096.5954357,103513247.417366,90904612.847332,89797372.1222073,58077965.7147641,57082071.1624426,44854971.4810276,38424622.2490654,31438714.0685808,26552321.5478328,19753175.6450191,17180632.8393366,14457216.9692092,15101399.5534153,10298920.829721,11467965.6039407,5512525.32900599,6514312.68529538,5162858.59366918,6053353.27877609,3784137.09085304,3066473.64495286,1255879.6829873,2529019.34316716,2370160.54873693,2121159.2969008,1068041.72796789,1122758.62329164,1180616.80311311,898397.039951021,195749.355905005,745819.79141772,129021.067247293,239997.204015461,200159.099724626,144838.719840149,235626.025128345,241505.346621724,9253.17386474009,2565479.15902248
7,42835238.7045484,103145260.075769,96444134.3021727,79613308.2969788,57155519.3934699,57373073.0269718,44346454.2108611,44430541.9229387,29529563.9382765,20957987.9911935,19467954.9351807,17208575.1396291,15975301.5671171,12662918.0790492,6401033.00679185,10244026.8069781,9012983.29545673,5350637.413676,5364268.36263967,5592979.71297716,7726065.87615957,3008124.34108738,1757469.24567594,2126734.3405791,1731993.5212987,2901408.82833196,604180.779973486,1608680.33643791,604308.634848817,347244.077328043,581041.076948994,104421.458927687,86921.3958941015,265850.578894473,146427.9206486,60571.9299764473,432333.422087187,660420.62653454,22128.635332025,1271006.45368824
8,41776305.1112966,103907887.376717,99724299.4641716,77485627.4751858,57007316.4814694,52509812.0093393,42370967.7152461,44446246.2055002,33422480.9801191,28113583.2117609,29725947.9076971,18506786.4758769,14269918.6698769,20349404.4654752,10813134.7944005,10171829.0322005,7600305.43835922,6341277.42940753,4824640.94062744,4628034.72885187,4904455.89786788,3752363.44084907,3809833.79697614,4164112.02622146,3006497.91400852,1912957.44940578,2414615.8217093,703074.454277911,538845.9603212,1104744.26257625,860328.966713679,702254.129636932,448020.831515646,241040.693202995,83094.5162033551,372624.73049873,81646.3548358347,198597.633609515,187565.780547024,1015794.69523641
9,46215537.2613891,106486746.403392,97074283.7045572,86267693.2509743,63878508.830072,47642580.6007603,45218167.4696471,39300623.3554722,28033589.8706208,26059539.305169,27199376.5441395,14637171.9466896,11386499.0022926,14090019.5807095,7149465.55863,6192344.17809962,6252525.13718182,6568985.79965369,6975586.9351691,3826960.39600093,5905155.48150816,2396982.32331525,3100607.11475462,1397208.15915233,2029514.58916475,2003222.14873604,1976289.55427009,524660.154126367,841468.100814533,1561284.4921039,658680.449464947,274858.834346249,335041.715248403,135224.862812619,73252.7470558248,312363.959532902,67238.0609869526,37884.8610457405,240180.801724882,1403076.11328506
10,51997433.9921558,104033014.845343,101898270.695892,79166111.8328026,71024884.3302954,54834094.5250477,47869579.8798735,38256891.5939872,32529267.8994894,26307802.2344047,26097955.41017,21091385.8811223,13568485.462751,13490147.8675661,8808009.46427472,10053026.02555,6731528.98896549,7691586.50941307,5172411.21578678,3764527.73002695,2670905.45363993,3284187.49396554,4576160.65110906,2003495.29015463,1216840.93944836,3170367.28669854,1254283.22242992,1721969.67851474,446914.779654163,1019366.98905427,534188.600038752,1227980.94854382,327478.318673312,53223.4247011584,136327.967816989,299080.939646571,84836.7518671495,258463.199574002,53288.2365734145,2790651.2203506
11,45727125.6651569,116369910.08313,100697346.804985,78194350.285427,62252916.7443908,54551566.6561954,49437226.8824137,41882117.862085,31223259.5137989,28994791.5977826,24120848.6317175,14933286.1250846,13931768.4674931,9120186.83744696,12061821.3588221,13219491.1188282,6697981.23144108,4688636.68499984,7350815.21856424,7484749.87651638,4141032.83687564,2778471.06127324,4010722.31596971,4922374.80186744,2514355.40677089,1518425.61579246,809420.179433142,1367479.76310565,1190138.75102655,480748.478589517,1056946.98150918,1101631.45092995,1518805.11534398,458515.438547187,226342.159784575,834507.402512934,935841.810159745,650131.88302762,92994.0334510723,2026688.7285456
12,47348288.9143741,109606674.728053,101380110.51012,79732123.1931886,69013143.6619224,52674303.390481,54052064.6761418,39436038.462557,32204740.1897212,28492079.5490571,21870553.1622668,18340086.3972976,15676444.760534,12858503.5265004,10869830.5093774,10278353.2941519,7787708.22640468,5959262.70109749,6684027.28869691,5854205.11285342,3392531.41647652,3957416.90064578,4566200.25691361,3371358.76470396,3366647.75149303,1686636.457902,1315901.51984606,2257527.9553915,1489182.86023494,575525.152861143,217537.207910607,545860.691198485,680088.132608577,631015.650528657,160550.708440691,225864.435128561,29619.356644963,76605.3459288142,56499.1792772937,700153.11139991
13,44745293.6002944,100981989.118109,92259813.3104372,78226195.0559658,65265562.8721846,52863960.9709425,41455200.0204446,37421057.9990146,30051727.893377,26068875.3723591,22339765.9282265,21209750.8462798,13989521.6568994,11173274.4254304,10876926.533158,9361314.22480427,7254594.80970871,6680791.40650299,4060501.54560253,5343288.50477251,3160946.57526941,3404260.15792254,1658117.8148042,1895854.106679,2735464.331075,1686418.86875698,1795221.13783664,851129.109931832,1741041.74892884,1090606.51166167,1044547.14889192,712697.862905746,1802736.01194692,260194.324280291,623847.702201388,204778.025694742,1159400.1964315,21982.0175452731,516302.58833584,1151978.16418532
14,46603350.3323484,115936948.883254,100635987.423014,81945653.236241,73221486.3503839,59848926.6426512,47976119.4498325,37555464.5680446,30994742.6508194,26706288.0752979,26741167.7570688,21237165.4649773,16676002.8197749,14449258.173441,12582951.4677368,11084026.1974433,7032525.26401893,7619214.71126028,3790887.29359416,5503017.14000076,1909022.12069564,3703405.13531258,2367106.42755584,2523056.34244476,1636808.30367836,2094795.08640145,1558741.8051374,1499593.59301492,1400176.88198853,1613349.3079247,820454.977272842,334400.638056077,686445.159893497,591795.788829021,609716.541918031,654965.010647771,128414.89782679,403802.736977454,248070.436341743,755183.463475365
15,46337929.3949908,116562609.973485,102884144.763435,84184988.4672158,71352657.3415563,62458538.3632693,46803774.374907,40355427.6310002,30271569.7486763,25586455.0609991,27178981.7623742,18154391.628651,16945547.5092102,15072347.2662748,11225761.89657,6895240.31744169,9008312.13316044,6285693.06641844,4329983.96826239,3185495.60042217,4162323.09241657,3523175.54517904,4657885.59534463,2226970.98059511,2315688.70408233,2009496.74049712,1096701.83257965,841775.603047544,1004875.2031313,1347053.99346905,726136.416002548,319445.31486466,214374.712670571,2083998.64758679,159360.025334392,529697.942159681,212664.238232153,646821.042890843,3112.89452115506,964125.57078426
16,49401893.5607911,113073659.578712,90769764.8630999,83190003.5964552,64729080.5359753,56039157.4316647,45158233.6229295,39172827.8933138,32192636.5086077,27710708.9577082,23696410.9945563,18229815.7958744,17794064.5086555,13843763.4901865,10422172.2647075,10063327.1059538,7102318.53818772,7445270.27049051,5598670.5616535,6117564.75082387,4718414.04308122,1888873.00842639,2323892.64172353,1758847.94744533,2471962.30118894,851930.516952442,2307896.35897074,1956193.94707819,1411270.78536047,603447.081832915,344014.521741702,684207.283742376,277095.718427393,380599.815413962,324191.279083991,400704.757801726,302087.481902313,60582.6765157013,36761.5560601761,1211691.67806299
17,49956191.5630128,105831032.061475,103305575.23356,82043657.7392722,74389149.7524929,53133627.1592635,43070330.1135488,38393710.2439239,27697598.428596,27973563.7977388,21019533.2807603,17885730.8772269,13714242.2057333,14039066.9136744,9200392.788197,8280202.87692063,9084140.05350048,5039936.49818664,4599440.38484199,5364823.99826559,4200765.87783228,3510463.8952078,2126287.05015313,2591738.38669154,1283320.01720977,1268204.8722261,2796251.37041,1097101.56849314,637908.944437269,291940.403129241,1210332.97766963,492285.915886028,331830.177065314,568488.737032269,54752.9386850922,1204672.60339806,733886.578916382,192194.922806527,162734.73162546,788783.394086404
