AQ,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
1,37492870.6887331,98101746.6564823,90784200.0946058,78590335.6029176,54409910.8960573,54033159.7685204,45631254.9570219,32438088.743509,31653002.3574499,29154953.2451286,22480445.2633807,18019135.8587626,12648093.0112316,8844138.6258971,9604152.49992487,10242192.9281181,7253770.55138088,9648490.64420711,5073268.77339386,5775337.98967443,3587870.06929174,1773492.62462491,2182746.16274469,2616062.18746127,2102758.01453055,1352567.55623424,1828873.1864239,468103.316363975,1499370.12885185,2844092.2031393,530344.149699041,927678.096534362,588013.58411647,241896.396707148,603883.615194018,151828.082870684,481794.772386025,37161.6131914083,102496.840692963,636215.130290243
2,43616951.1551645,103416707.27355,85327475.8489832,76156652.0844441,69309755.8714112,51654900.8857154,48963777.0520149,33774776.8725685,24576369.9775006,29148308.8726906,16813253.3431401,16740481.8849636,14449823.426462,12150863.9709988,9118361.15639025,7097440.04486702,5517269.26977366,4250909.00454633,4873401.77878199,2730804.07605915,3834587.51369697,3102226.7350836,1812083.8007871,2326152.68434581,1583189.0379036,1611522.07220005,2585737.41595612,1058527.63014003,595908.453276136,1290161.25484744,2003928.82729736,779505.429815078,674887.666958968,333322.811237835,162914.363376292,233475.484237843,454787.816106693,34451.7260061452,97154.6274877142,1080905.96280114
3,49065129.3897937,94916910.9538661,91641995.0775085,76741172.0544699,58934789.4087809,55963330.5354251,42380982.9490661,34506389.1187084,32868463.3861342,23960060.2010332,22789099.5094406,17399605.7255929,15005436.00646,12617455.4768344,14286361.8416266,9468188.19379845,8384537.75347781,7536452.19544381,3633240.40236259,4968395.4322658,4124525.13291911,3085953.00858005,2953767.46045361,2801896.37092171,2064764.95805382,3690857.77929016,1403787.6053721,1247616.81678727,1156821.44410107,1037824.07918907,448733.855380356,225868.361597029,300051.35054916,291372.787097396,810722.23035933,164755.374582956,612377.400517616,291176.582291923,197870.372706175,1470735.47807552
4,42441823.0129004,114069141.307484,90992385.1928636,71495624.5243175,69340749.706941,49523932.5975517,39963913.0806291,35035341.3301112,29112355.1163228,24705854.6614786,19589002.735558,21428683.3148227,11043715.9464426,13099065.7533403,10043967.5041525,9812812.09494215,6397300.26904617,6257700.83844933,5564937.73178586,4128165.75380587,2751951.61070624,4785703.53529936,2520740.18414969,3435490.98057047,2155480.97056899,1740876.05098861,1095364.57456002,664861.272663528,706472.558850151,1096917.15442361,740745.076132742,1405144.65265007,263608.362844631,154996.984534522,710184.330164852,280983.044756801,23907.7077774136,92737.8330555366,107493.013655354,540217.819525738
5,48265976.8396509,106254986.644619,85151958.5880911,73638583.4867712,58343389.1528037,59785013.1339005,41630902.7881768,34391190.7317108,26415807.5349635,29867343.8166877,21071659.3095908,19035024.7238321,15474293.9715391,13582338.1203937,9971116.34453391,12892413.1276156,9087428.21130049,6612552.81054037,3767862.931864,3238650.1767428,5053146.90917199,3289966.89982354,3017617.52590752,2294052.89817475,1899798.37522778,1878772.18156542,813864.148680716,865767.455439179,303110.572249428,1980485.85960347,689216.219480531,320845.664650686,627317.340987483,90324.7738660275,1163247.46443786,93620.2561530634,365067.278328437,63897.606300101,8242.94555952275,961857.533881989
6,45482755.2824276,107081630.051968,102451432.432002,76158270.2359681,67438002.5604562,52672837.9652174,49439130.9176717,33729613.7260781,28898338.2991732,26211874.1071381,22581862.1760011,20944157.5882025,15622484.5073394,10828636.2984439,10300850.9963783,8795773.57371985,6512238.10594027,4226553.47579164,4477612.37488174,4772169.91415748,5903039.22452721,3724833.73842274,3119705.95951151,1805642.86776474,1637243.73000866,2302886.37054547,1762547.15426205,1089547.28370018,1813846.07545117,1932917.10780297,743984.186398658,372321.342147133,857939.059983085,248170.638818723,431781.132254358,347307.743753708,18884.4848412346,118927.756731327,152712.949914511,1882755.22605539
7,45489779.9922826,109443844.619412,93681604.3125486,79650578.9636829,67747277.989538,61191039.9925412,41189561.1764932,37675292.7898868,29827452.9658568,24386612.0568535,24096523.4446631,18267641.3729513,16968336.0440525,11637343.4404093,11777660.1424232,8157626.38376664,7535030.04218297,7944703.18373838,6635331.83212888,6182415.55680645,3429116.73830081,3624815.77881263,2555159.06233457,2108430.65822645,1549595.21533507,1235275.35814532,1391672.29376736,498402.016684348,1912456.58703434,680622.841737738,629352.222005868,1175506.10148307,637872.775186226,466933.858661475,145182.072354829,637927.205469932,202910.573337045,254118.709295379,423673.648451274,958751.597858009
8,47699313.7616685,107951788.155713,91184203.7973207,91121256.37504,60795663.44496,57143009.6973975,47263684.3857039,38843278.5160945,31288307.8645382,26563673.0685264,19655048.7663499,17749703.4752787,15080815.7898104,12719489.0410138,11127665.7302622,6507227.31168782,7694800.3273072,6573771.26616663,5433357.1382284,6235323.22944692,4240155.35403646,2562453.44977537,3602899.60907219,1524303.76701933,3326470.38997052,896174.194716786,1927889.24409538,481101.622905596,472546.368997472,1078956.48277357,363442.538355369,1055151.39350171,344958.09287391,450445.000242984,179445.321456806,53051.9153177432,411275.212183748,601563.324008769,179049.225735295,2326079.98254215
9,51578298.8073706,107132918.061275,96238380.3188928,70648392.748429,64203539.5420399,50221053.3650823,43260831.2393329,38926937.4113259,31624110.3693532,28209025.210391,21509298.74039,17917765.8796937,17339433.5144603,13922042.501627,10085189.4023663,7843906.40031772,4593673.21605115,5830813.51318977,5362462.93873913,4329266.92503924,3279405.77423084,2447406.15062466,1605790.13919836,4110496.85749002,2019815.15509545,1880281.31943622,2173972.54076411,868645.981264828,1191861.81423224,684495.935293013,1474214.97936698,520751.536200277,388852.256492162,275158.141822425,455377.096592201,180224.994412417,76212.997594516,8857.45925047824,641694.259995652,427814.057460701
10,43064639.7624536,105020831.536462,91940895.4995673,84927486.5166034,61498985.0068776,55813698.7606752,52514604.9069557,37737557.7198704,37628774.1365302,25226527.5209551,23127676.0313488,20590101.1477333,16509306.1106591,11405911.7748483,10540467.9850377,7687904.38403508,7046079.81404375,5348090.5939133,4366739.82229288,2965757.61037733,3532666.7820475,2414032.81833611,1984232.77752442,1941745.61660644,3847980.92083388,1653301.44273339,1136489.54595995,741829.024439674,1501078.69822857,446494.295536262,416583.225810791,1541707.25598735,367564.545211436,150040.013333515,45572.6613959051,647354.392433701,138995.937358219,1010234.34579246,62767.4733706024,938155.118490689
