AQ,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
1,42591539.9334238,104189034.780035,99729977.6966414,74593094.8288924,60704431.1370668,54101193.106523,43227407.0816609,39561915.7640361,30543813.8543373,28867542.4253571,23057408.5189331,21444330.9957309,14067254.1858373,11532757.1837408,11480018.0461618,7809586.7449386,6173658.93610967,7881797.48287314,7171134.75461283,3887148.57051726,3356517.16083977,3714352.96699575,3063583.00902371,1483869.42055865,2733199.92237394,3357456.53067742,521987.56232035,1286115.72615725,1416851.12905689,919780.159078124,437002.123749322,360584.869037876,211958.371441584,477568.489361744,248104.808225571,120283.343353531,4737.57157916364,312025.56634039,86857.3169988428,160087.755236999
2,43873112.0936638,109189816.761397,89666714.4037374,70412163.9974176,58624994.0811339,50694578.0946225,41767012.6241333,37063832.1478392,29422057.9767842,27008175.8970602,22541894.7363628,23613862.7884036,13726814.7231392,14449812.9748234,10596765.193975,8701671.59976285,9328894.6138041,7702992.1397022,6092290.7605896,4856209.93710356,4244893.34813959,2378642.6084779,2403889.56962549,1078215.77601637,1178564.61900437,1165495.62795841,868688.558144408,1598879.4624804,217247.246087717,1231115.82322624,1217133.50509307,290464.093152013,490315.474450599,53671.1262153416,235454.896739679,686567.230767693,181131.32845083,333104.749162407,431934.348338068,357701.389642344
3,38815288.5596725,114404273.050704,86249291.5790839,75584337.0463834,59086646.2376074,53198425.5549099,43452853.3841605,34712663.6978016,30873077.385944,22172391.1375632,18591767.4237571,18501995.6699964,12952609.5919685,12650376.2748422,12107857.7572115,10187523.4006676,8474981.55408821,6945390.58332809,3524163.09780995,5148793.99385023,2407789.60014113,3000848.5612564,2025403.98702142,3437698.05455303,1228444.29287869,966810.218689238,695909.213006723,1039985.0213963,684926.070751905,1013758.1219014,551060.548847312,1411640.54851863,1325120.62899282,116974.727596342,312277.78259542,262051.038296499,264975.539456508,374950.076178752,23920.738776561,615023.074320777
4,49436118.5927242,107507385.012655,79953645.4494694,70278962.8743754,61905406.7647793,56199944.4303722,39784856.3181835,31707524.5102803,30700949.9240729,29525984.9498427,24708167.5001879,18359823.685122,17874145.36228,11258494.3540452,9235814.59821098,9420325.04395786,10337299.5425976,6847192.76599567,6323088.2522545,5228332.83413128,4068754.29968359,4302441.60986606,3500244.82861258,1823045.5277536,5926510.59500454,1147064.12458292,1779505.80510699,1049222.7506628,1090736.6117339,864107.109257489,1336804.40892287,1210205.02615419,412119.970296779,859014.500980123,111387.358377503,123367.229644212,192712.724578495,9902.43818378087,133286.222841702,654937.121255097
5,47287541.3502221,96344029.1513508,89205340.798886,81703493.0468934,69062116.1218336,50447407.8774683,39135762.5105394,27862061.6014479,33574653.2564874,25969363.9778418,21323452.1103493,21901735.5271395,15051297.3688845,16031866.3791747,11887643.5817806,10630450.9778061,8414737.38048292,6088698.66808027,6914880.03866749,4045333.95137961,4002095.52886512,2532101.18017683,2256532.20192953,2592082.82905903,1192977.46299574,1487155.67025162,2047324.32610562,1795195.62020542,2484682.72267156,852832.375155696,567516.727388884,208018.482152086,692848.087822571,1281590.07666731,41911.6694164095,63884.0113275077,617307.963451367,51964.7553384074,37212.7077199617,1516911.44343956
6,47663628.5798289,96076574.9063285,91085752.6533003,73785407.7932722,55377684.4867428,46722902.8880113,43472369.9038293,30829396.6774897,31069458.9248585,23442978.3759691,22152590.1252691,18756504.3809339,15083480.5670537,10166685.6429814,10955294.2119742,8181083.04294259,6131679.97504502,6632563.64703283,5288756.32919424,4007707.42611117,4216071.83126406,2409913.8687654,2237675.03742353,2413707.47004115,3205458.31813903,1308791.39040737,993892.858386635,1772250.91375,301986.763509604,596909.457371871,1611443.47237842,450011.982010567,206007.186451269,527912.478767417,634681.19732588,199683.079723156,342942.90402822,226507.98241175,133545.456919787,969869.056102892
7,44055476.4943138,101961537.201066,96371868.7649651,79904290.3706436,68244006.4666265,53592377.4050072,45322006.7732417,36487575.8255773,29638167.4407287,29901778.1263626,23902956.1684312,17671716.0223597,17480548.8977819,9381599.94212722,10300462.8652634,7864210.04355078,6763460.84418384,3768126.26316561,4737478.30054338,3572835.63568456,2370337.50247635,3692197.86323973,3232584.06931878,2942806.9662268,1059984.68617499,1531921.50437101,1422947.1467303,1348965.47034727,2473475.31289478,1018652.21941615,1120802.91725929,308882.326112072,1270400.96473733,420822.287154766,52346.2621532684,257525.001433745,476773.389208894,18480.3568304243,42357.6000257071,779792.544075489
8,41871850.9736904,102954880.945548,86923430.3809779,80736089.2284982,67733902.0387795,50026466.6115788,43852421.9959314,35460626.089775,30509799.3209084,30512649.935702,22824241.4788617,21479691.6064261,12451714.8801122,13516663.2259283,10062428.4172164,5948946.40661807,7401724.19100074,6415036.56934378,4397266.40433502,3541559.15831211,2951109.91882998,4822199.71217837,3192877.90354866,2245619.80037007,1289113.64814567,1189126.97466528,874816.567904774,1356992.42112927,2246079.66427722,887767.337811125,395461.456070636,1306772.67210102,285846.756786769,320727.137344053,18141.4988928767,312264.019877319,435465.778030873,317165.538018235,29665.4965001288,872797.837985428
9,47329152.0257809,103878847.93497,90227449.8769656,72490081.934334,72460864.9096231,49689807.2196588,45743443.6122464,33151130.891505,23718548.0424698,23494533.9338863,19690727.2075596,17583312.9880681,16492179.3511523,9547569.8742342,11303028.0254876,8857405.97273718,4727174.98273722,6275787.18583319,5756409.06598879,4481302.50011517,4551909.62335425,2476800.0574399,2845379.55713544,4138798.42098458,1817600.99176469,2762779.44620694,1207815.27574827,541254.117604255,1121430.53628203,843810.215326022,1304310.04802631,732241.051066645,295119.182959463,128872.650604871,292420.671045864,279056.822889329,506609.206349609,62796.4660372111,85340.1201508204,512156.511499853
10,45264497.6325464,104662838.68249,98104296.0649238,84113250.5157233,66754133.7490038,59558868.5155776,39483986.0577902,32624472.1131995,23579325.4325753,21740368.9603466,19642963.5666228,17984644.5968233,13741673.1237583,12904035.1133704,10896061.181638,10907923.930009,8766830.42542721,6589940.10064575,5402482.67774664,3416321.46322993,5526340.52485378,3005492.01154644,4179166.84894188,2907256.43390601,1710015.90858339,2285620.82607798,2102389.21455109,1189128.18984324,1346008.96558863,330602.826233499,1659512.76370124,1575561.46507374,654507.751858228,562950.398117952,302378.619171235,435832.997767549,446247.179746262,412956.401361576,50137.8901260335,638609.75304114
