AQ,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
1,133898.823028313,538946.722486072,1172043.82830192,1301281.57284839,1428641.33904687,1467691.61760619,1477194.59638437,1562373.75686905,1414327.11757229,1662583.07011127,1379007.98517476,1124647.81121225,1210983.49414118,1180166.99800309,953341.913869741,1026770.28243374,1107908.99707616,830890.594611411,617253.305752911,475788.973703741,537135.313359047,641117.872077261,333833.764608341,390277.798462798,209548.489413892,218018.674484499,149534.471826142,236021.185269355,336513.227289539,103300.467671902,121665.02033088,242768.424915769,91786.5013483827,152212.191583433,95513.6248080989,25620.8652438738,136604.398815187,18229.8770505731,11053.0788212804,16750.8502667442
2,121254.1866751,757639.790276188,977273.12016603,1297293.71401571,1429239.1249423,1367296.76822711,1507072.60877778,1707599.1221158,1380708.61130525,1257291.74363536,1609027.40146616,1245862.60802419,1177123.47459793,1022903.65237309,1455455.27367218,1017230.65772227,859578.036126157,642408.660924708,556148.445413908,479084.887156218,567160.456902059,380050.820299513,487276.47153621,405736.888622724,171963.238882756,160061.173129489,203119.319021432,260347.177574968,147308.137294468,240474.191514166,278304.427797948,163179.88148589,51347.3320738028,21432.8115763696,35825.3264373991,83898.5802712514,20607.2958852784,37924.4244590091,110274.957393128,41529.8069241076
3,334568.025745686,829605.591330129,1333660.80185739,1277761.67572773,1515524.74407558,1348620.51694357,1564666.67413758,1876173.34481701,1373627.28360429,1496523.66337614,1157640.63981245,1253383.34694114,1143074.12083602,1066755.86441412,1093757.3549848,910901.912056834,713393.338436695,812921.19812146,776870.110824665,529653.781829259,552935.498180994,517346.07769511,396325.518067837,364148.127091222,237229.60233914,165782.326967436,195412.585730273,200354.351389907,98416.3126121354,151303.686071301,82829.8925725463,64353.9724803078,188612.407296541,30050.3743220541,39169.7595205172,75770.6108751728,36499.2232631262,80929.1163762417,48368.2807318236,41674.546083569
4,297694.601608811,1064504.29607131,1569198.63542501,1150222.07780106,1378512.32325782,1279594.00881748,1639409.87880129,1573431.58713353,1463311.40740936,1263814.70557379,1288895.96725537,1277329.67353323,1130942.09491748,1071207.06410759,1191754.73758343,932119.450445151,798999.295729718,783182.097611517,598948.276393991,642765.719380605,602853.789475649,384523.264760381,354841.445464245,346966.540909484,187216.457667431,295269.536490061,312363.573165111,188374.572212178,74112.1717305358,203694.639302267,50333.5767399202,67005.0101327249,113770.174954899,129189.155734077,33059.1273115517,27681.2332530552,5013.76793984721,5517.27080805918,46871.2979177285,22766.5341877061
5,451750.285154962,1065946.42648264,1327332.53653857,1618859.52107096,1732333.92472457,1433367.31081881,1563603.84122788,1606573.04997386,1531720.09848245,1220992.53241041,1305676.61527399,1105257.13380381,1278277.74883425,929266.058169922,1222834.61487605,862333.928760199,881248.614475557,575464.865207143,514266.361425071,687494.639196487,578517.799740433,577236.587405722,299335.91999998,444372.650975611,312360.601356218,226255.148366728,163352.82476288,242544.873657801,179781.66773775,129704.13651694,79312.1080537885,74191.3550059814,24489.4306125432,132546.803504303,91227.0374965982,11985.4567931597,68407.1865336154,150410.374269902,24484.1820369706,9882.54122896854
6,377451.664217077,657044.243386649,1315727.28003494,1357252.61565402,1427411.55267998,1420775.36178898,1842350.03897647,1340826.92041864,1471653.96729569,1197477.867022,1482955.1829866,1514305.68988837,1236128.24558845,787702.469006232,1222487.72626468,858910.315295538,757503.312746606,778071.26805515,716647.057549578,586847.686657007,366744.451149317,445388.140671573,349044.610639985,457146.382433929,314598.95312869,221245.048679095,257722.92747974,73445.9442900051,55087.9696169887,69997.1064445371,114638.291590749,157784.033860422,89398.7375938193,82969.2009221781,13412.9198597904,18525.0429080819,44688.5393970046,53399.9142601552,7005.24864285885,5707.90384493593
7,414617.230077085,1272083.24197642,1304302.17155448,1220235.96471118,1432590.81301112,1585473.10404059,1598804.84204685,1526992.98130074,1509885.86770921,1525817.54049661,1463758.40003855,1173466.90494712,1341116.23728997,979028.107662759,988149.594937572,641451.649252565,637330.394371999,717002.668998235,557555.981906124,498644.829042721,675437.515902098,547304.136793391,500301.024969057,592085.23195561,302147.749776272,359516.385767987,296341.143898328,308971.652534134,135291.551909733,235370.563571708,120861.705109293,105708.459697112,136786.158567133,88219.7666565611,35095.0940035313,24790.4859520128,30146.9646341734,29375.7184199543,22141.4085414535,23971.6907104754
8,471131.781205053,1281044.59165368,1443233.50828705,1655107.84581612,1456700.41013972,1781701.7057718,1424145.87987341,1876643.31028812,1187530.13142439,1314095.38331167,1467295.6573347,1033142.94997674,1393169.0261697,943389.270712014,825779.580703859,798731.48642241,770518.485978962,738009.030310589,541804.396721437,468852.168974189,564943.682757388,385408.018985574,310106.811956073,376115.43127117,251156.812982385,234162.622358868,161085.818294457,244596.452559438,241757.163165897,180576.659768259,94755.5539441051,56238.5264002844,84583.7827272469,84042.9193133709,76351.8565238102,0,14006.4732633316,6292.73237884793,16253.2653913316,2390.65339612303
9,406664.13711796,1247976.6793048,1294180.62206346,1601800.85767714,1786270.91203305,1425868.15548456,1653286.34908676,1599956.21833639,1714648.34047217,1400913.74453024,1386298.51471902,1317338.19255474,1101195.50442472,1316496.1278332,775101.217691719,956545.344656621,1051718.09205455,715910.583277272,765985.691177497,398434.088121492,326720.005539804,238188.368302693,272508.351430839,345281.047839786,136895.538437347,260923.545886042,252902.080645645,177611.565974825,80932.7153811585,71874.5154015292,101509.070409835,133742.412590218,45026.8494333728,103517.794799459,27709.7865906494,7901.52767656317,19371.4967633675,10917.0018571156,986.769771201763,24535.7471346588
10,595506.739484937,1363125.44563313,1766358.39235354,1736323.17509573,1758683.63220013,1882064.53157671,1724060.51721841,1727180.13438393,1591114.13751777,1385477.65478023,1239781.58906736,1389472.9336033,941989.525038673,1051445.99364086,911586.512327417,1274203.8524943,698461.40736452,526449.10645926,662333.412527192,688075.809605353,403555.76933096,629353.155679701,438496.77736027,289678.792019768,193162.048648163,429378.839624055,168975.592746016,161416.318725504,113448.22877874,61586.7688922336,90762.9101537047,169012.113693075,21644.5342077932,80741.9719359803,49606.2968751141,81074.5725342592,122274.666350861,35700.320183547,9459.48724828793,23347.5241421266
