AQ,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
1,114309.431486539,666066.926903732,1012083.4725243,1034971.90046993,1388188.61679696,1758189.04607583,1644041.00108871,1283832.62161235,1489115.00982261,1442036.58482158,1324795.09567879,1192939.92607782,1144347.17693227,1077456.65401469,1029499.04753573,645456.705287186,1031129.15630596,584642.996929897,826128.012254172,513409.32903422,528410.607273289,464830.333285888,308225.754761264,314502.307828639,509397.841063689,179972.89593208,314164.633144524,256038.111855437,213476.584151873,189915.703364823,93782.172462404,141224.814771464,96834.1106491307,160475.436125057,21006.083388044,66059.7462551236,16182.4861253087,40413.3137641831,33181.6723585375,60738.0018186394
2,276361.741996617,627749.213970263,930852.789230297,1272841.23154903,1699785.84515845,1639009.26901659,1642161.81039433,1685958.54019689,1541577.62077746,1759736.1618225,1538897.4545373,1206810.41267842,1125754.07873937,1429953.57293437,964996.751454694,991231.990335354,677153.153851473,767539.372776264,617371.080540846,818795.063352229,416833.93971577,619320.392031542,331708.777413248,406914.81268903,137623.156284722,269846.218605351,391769.680399112,241124.832152275,131030.809910819,114708.217058182,296605.772530383,62920.7556854599,22081.9559799296,67482.4974936198,24965.9118548025,64951.2836380794,13306.2411598966,141238.469430815,83026.050370819,23921.0533318945
3,401927.436902649,915664.294265298,1324385.15810396,1393049.9807091,1504428.90094323,1455950.0371703,1636613.09063895,1489538.65592989,1661364.55456499,1201282.26982827,1239042.29876532,1291331.32629365,1157420.08134228,1351020.88571992,1088759.48138637,1031562.82410288,749349.153136502,835947.973664348,605764.326974658,596783.641806848,551004.580238602,513418.71589445,373085.19422429,361471.779006791,547855.561733583,199243.269722977,281356.75347656,215169.038497815,194499.326503612,225260.736095346,60131.3635205403,112972.387214827,61088.7423020649,60049.0110170494,34527.4801286578,9783.30706221957,15414.7983487161,10172.4042403045,48482.466424786,13764.5992506726
4,235397.071080209,793024.392322318,1268975.81668835,1331994.8030909,1543594.63527171,1615586.90501078,1556285.79172015,1474991.78322995,1619464.94706281,1363971.23554024,1362379.97717608,1434434.57186866,1122730.53136932,1221646.18962771,979698.609208184,1139804.9386235,892547.904276608,763413.204836642,668725.264543908,568468.913766207,523453.569053459,714305.976348202,398652.171083927,379214.019192228,217471.934241716,215863.132015289,458021.307553462,125479.33474402,87038.9128929005,221907.055778089,58375.0520662623,70322.6772470047,77786.3249040772,55051.6197490754,78321.2715466991,4620.16376259073,17708.5658649383,3811.531579314,87081.6122951221,13611.9239466724
5,302013.626609606,922254.764646892,1106078.26756847,1281212.52054992,1813435.34301183,1668769.15236244,1743941.50936489,1534541.75140373,1660466.67646341,1328801.47288509,1069724.47149173,1603878.96353778,946867.052769464,674056.44172694,875480.294564415,709642.865292538,857042.235363091,627207.410539843,648125.985146209,391431.748889704,417506.081561097,511977.493953481,390620.108384179,433607.345719175,264963.408449073,232985.330359204,203849.008227993,139282.673517528,329396.721183702,233396.877920887,195902.857819924,239153.582367809,57149.0369320242,39162.0024080492,64209.9474062631,31057.8813672903,19679.2898228674,23338.1739445454,7011.78273490431,13409.6376361067
6,281136.352873923,973805.228792117,1056082.30548554,1415291.08624965,1505965.40913998,1723626.73884856,1559634.03962795,1868238.31485873,1199015.55162292,1395748.92810572,1164667.80415457,1320374.91353793,1090801.91045039,1245468.40169678,1058350.17825767,956682.279154326,705477.810063667,876128.366455615,632285.394057431,722090.078207092,395538.166649197,617591.820653407,342386.964649282,441679.578598498,468860.020209992,284254.648890647,221527.784704933,68398.5742400422,139888.934195446,76090.0202370481,124152.650107593,99874.7249207442,148844.251050256,42959.8576174198,72577.5702212199,64777.6797429751,14147.158523879,83553.7776334214,26812.0792850674,51287.357479592
7,340145.37763644,1254774.63531288,1988259.36682025,1591882.10598619,1551377.31617452,1904757.1210179,1579403.88650675,1461679.80411129,1482960.91203195,1328668.86204177,1682849.28941976,1310385.9526854,1071554.71023693,1242875.17115285,1058906.08074724,815883.954600893,707728.460734724,643669.7497493,487081.919815313,429334.404985621,370717.598720124,424947.116165349,345008.185192911,270893.192736104,441604.152192766,183100.657880081,215503.023094955,223933.505466365,173118.600486684,149523.64385281,75302.1586307845,32009.253694918,28551.257467222,23087.5713423835,238246.745149982,23303.4792790701,72316.7888387511,8265.26126500547,34816.0636195304,12331.4451695372
8,333767.518179832,1161495.97044302,1824861.54349703,1538222.04538125,1761951.6402559,1706948.25290642,1429049.96101651,1399032.60451372,1390011.55999263,1060179.34585401,1289234.94529412,1234826.98976736,885959.017326063,1165357.07858133,1050487.31274422,855064.413464916,969181.929638833,513965.577747873,447199.958786602,573617.095989364,455504.621492965,539545.342292294,420432.591418158,197376.374209216,206496.560117718,221404.299975338,120206.463635663,262756.82832515,189527.993090605,96953.2103452007,84586.8719790899,50775.2678300844,150396.602213212,53074.0913718556,42488.8613425651,127821.235300108,45913.3991164181,1544.12171117129,9937.46248033707,0
9,528952.791828021,1560305.83248922,1557968.59140397,1655433.82464222,1628338.21873856,1543598.04195195,1415718.85994461,1713174.59735037,1302315.48509843,1474879.69906442,1114371.78050558,1091530.54583179,1008419.81874556,918017.903031651,953428.123490973,777587.465826282,759197.232941137,706434.023197849,606304.016503309,618601.279031945,553452.049361627,265525.097617457,386421.48414152,570765.833516077,367653.101811681,168244.050233844,236428.387110172,145485.772054186,224262.328575457,224038.47122437,104666.442307177,84290.1836540881,43462.7611179347,38921.9100609266,22833.8403442982,17921.1697986995,45525.0528934474,10876.6864160253,84587.5190865352,3154.06582603037
10,635297.271422508,1603896.33709718,1835222.34312287,1668016.81152224,1673465.587702,1528735.32841972,1801480.65086554,1614389.83765535,1538792.95408834,1404303.34356854,1066197.9183319,972897.765275181,1225475.42698008,1151664.0863637,967818.395244093,946226.7103061,642942.707247501,775264.255065773,868507.833877961,411984.361912845,487944.149897238,410810.274053139,306519.417098363,391070.380207426,278529.223161426,245135.996496121,292941.356961958,86453.2486427929,115246.347847755,141709.963927256,50162.3563762515,30755.6587555497,132560.8945743,40923.2449918224,74539.7153508785,29956.4331903347,92980.6839616028,12996.0559319895,22611.3666216576,9988.60425425849
