AQ,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
1,234291.007244895,693703.201426622,1166372.97625377,1290277.9351127,1530293.03800887,1519721.77619482,1682995.0090257,1871147.63764067,1680252.58418696,1337461.41882056,1072624.47758781,1181310.22464188,1239365.34407611,1361291.9894831,830965.764739936,1149241.01868259,922331.491694611,576364.475254743,584113.222073773,694121.850577458,615724.809062437,447124.313039065,491015.40287341,362937.995680297,214267.135892252,171999.973874392,153108.729511036,258703.429089971,301555.572634186,130618.023381077,97707.1506255838,132364.752581048,130454.682849217,33090.0946532795,33712.5139491609,46281.8431799261,71150.0266872393,23472.6418355963,38507.5224214524,13242.8649728535
2,128998.25193462,472269.615166537,1032393.80949542,1314219.98298333,1470547.78862469,1720843.77903924,1595287.13024482,1640602.06876347,1453521.70916206,1315273.76119878,1099817.43400226,1117100.47460051,884115.121725586,1063897.66154978,1077542.3035004,770871.355441222,689249.33963925,791957.392611728,697965.982240185,777113.899280293,313261.255348439,404873.404899218,399332.794777512,479779.622412227,389696.921945216,264899.344030621,138206.47038557,195107.238061926,140492.664308241,96038.8616976495,41163.7655839246,68090.7469825228,137675.162515468,139986.618232381,43622.021442098,27286.7519792672,24010.7130224858,14790.1521953894,57218.2929057495,0
3,258744.370202737,1076080.60811927,994329.07149075,1264652.13032611,1432174.52673363,1136415.14786984,1477030.62872052,1724187.47167961,1356499.33182248,1285648.66043294,1595933.10226378,1420107.72713607,1487587.68560519,1201840.24054541,919423.9149196,625596.826486386,594885.69296678,886145.538081952,747960.1643978,608121.007125608,640580.327893722,467559.046183934,368348.085371634,453072.138773931,312777.006466736,324357.574930186,210259.145467023,124642.170903521,199912.689669225,43328.0165345963,70001.7956226949,90130.2349612385,126489.245116244,70767.740191922,98744.0324984074,20734.7048080212,57349.7080813147,70158.2130496143,26563.3468015621,25790.1602828084
4,193439.411637628,818947.278660439,1220439.11612377,1275520.00425919,1519493.8325885,1614434.8410578,1461916.05362319,1453603.82828783,1428788.63750128,1142401.41670482,1142451.27625867,1052539.91522144,956705.016038789,1049327.12993965,1187782.71412861,950621.876726379,914866.975742067,776276.662070172,542878.905510565,487512.691701267,447317.096674779,463281.432299963,734509.483351155,267190.333617736,545190.59691626,245459.88054273,242533.23538968,129283.702520128,156231.698263361,127586.999455734,197872.751505146,50078.0990683384,33177.6953851505,60389.7826463386,17175.928260263,20114.988720453,49100.9695413437,48092.020548803,2242.30553905384,0
5,360039.069448641,1080562.06417739,1358206.7874904,1387772.71626991,1682519.96181584,1941835.80328892,1807398.74476284,1601280.65103766,1372845.28012459,1454208.27008112,1514161.32472155,1167118.53043841,1228209.04267585,928872.806836292,1298345.6622966,1077541.57885292,1013468.71565502,638849.700955702,640189.463470973,484775.841218952,515933.633740514,575886.539258253,430543.051063415,305622.686613494,311933.143612365,219240.537483212,184002.311377783,176718.130804721,170256.7003887,151165.735057299,123997.345936491,86966.209421895,183481.795916227,69670.8095655858,88579.836944526,15660.6982374296,24149.2907383486,30084.6769060104,64431.1463748768,54416.498559223
6,372380.806716224,1121971.86111875,1545391.28068228,1676687.10764547,1414359.27345911,1896272.4318838,1417902.9552446,1744501.14466849,1409390.0364196,1475927.82719879,1318877.39398531,1479639.46100567,1129331.20452557,1005659.33983009,789812.526480421,1028372.16904617,805290.546058927,950514.59189987,519015.052068569,349870.06339373,474981.744998705,586859.314779163,407752.668064,284825.877788341,201713.173375928,178103.56350833,292284.527156469,68048.8712054607,110775.06288011,209650.933234953,119241.269313666,165275.021005515,34266.6673345613,21491.9720632205,52943.6284441519,13021.8901121943,17557.549866023,43154.0540851894,26272.0488875461,2031.10509249644
7,621819.740364775,1080617.30217423,1329228.67792457,1573426.95444458,1867134.76042238,1588492.82125282,1513873.4200313,1604113.03795713,1516212.64030627,1746134.6422135,1211720.11366961,1394090.62664597,1194795.83961201,1060541.77085208,844697.969870084,823459.579705199,746620.619640104,588835.055121643,705549.050147452,499558.516409088,435942.612231265,255118.506369686,254988.315244862,220251.935235441,547123.864333433,493816.085120963,179899.556595959,146536.925132691,147298.579381669,277185.321100768,126509.278740691,67971.71992424,72230.2397947426,33389.6192236395,20031.2758968611,70312.6118611202,180113.43564942,127095.444809452,25777.0337715708,8584.95393460909
8,390383.106385539,1309208.10057559,1722701.38227897,2142891.24693978,1584688.09175776,1906601.09460444,1714945.79062726,1521042.17603921,1525055.6514846,1677713.98682012,1083795.74016446,1196860.71683212,1265732.33436459,903287.199504653,812666.520273691,936583.804037362,677071.528525234,686706.213670289,609738.76883642,607455.857861667,526519.757269534,513653.441390533,476151.943013006,353681.583770804,283104.419263811,218478.894572225,148485.990774871,226786.692518709,302088.608464003,85807.0593220693,174124.660518569,225761.040744482,64260.3614845462,65191.5736329796,86786.9549224006,28361.0571951763,48865.8361496768,22496.3311055993,44114.5895893111,10010.780819989
9,450199.659941423,1119520.40852215,1635463.48393563,1428669.37114833,1436815.02908454,1619565.10873243,1676259.10979439,1553636.72259587,1667657.42627578,1266412.90798615,1565338.35260906,1280765.03466715,972028.405865669,1303954.83620277,836132.727684362,905567.596089344,434202.520461428,664597.677624164,643524.057053812,605428.218224566,436422.09546053,395831.262749149,435049.746447819,201514.850811996,345729.64747417,341484.192861496,136789.085708701,157624.448814493,89984.8360820743,96731.8459198057,103887.087069174,146656.122210802,27915.2192582752,72902.9579343581,167248.369789858,36379.1144641623,14189.9044607625,38565.1218892122,38218.4206826471,15988.7625792385
10,393710.425557798,1424500.11290093,1612439.07190387,1946594.00550789,1721162.95137279,1838229.39875924,1824490.64898195,1447474.36301221,1480209.01407247,1538327.30612519,1132901.77512024,975207.660410192,1307762.11588296,950538.345825191,922598.758698711,871876.06928178,890853.397747669,549926.022255402,722871.794564005,656883.504105248,344240.382032169,578877.410106564,320700.162198656,222305.858208977,272585.994954668,321867.8757296,119777.347782038,175562.301766027,114870.410341475,142593.458119907,153778.474011331,155821.030090018,225842.162454532,18335.6951347027,27555.7051366653,8422.2104047533,28692.7968705687,31925.8085415103,18554.6163185078,20783.1258479122
