AQ,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
1,212134.460558864,819495.688455904,1151009.27440303,1312000.17392745,1944979.32510217,1654557.58024233,1569780.08063989,1643018.53988163,1453471.2302203,1391078.22829374,1376125.73269058,1030725.01310753,1109078.19433886,1237155.66358189,751556.254567246,934789.957065144,739394.49307717,810403.622569756,598614.169583985,452273.860556245,432903.11722131,677721.408351054,430959.077105218,361182.459456807,292318.131625528,121413.291096024,209279.591657694,118624.721892574,102855.26687978,84722.0133198523,137621.692127593,85864.7929326052,38593.5251621917,127766.763656874,42138.3440983771,96768.5597820622,84434.8927689313,18887.0665489436,3152.99729368721,31927.3038673811
2,182909.545407302,548706.136598984,958669.010681746,1284948.1112355,1373114.50701164,1752920.04695691,1645455.334853,1283416.9910436,1659643.74027413,1301205.05699156,1463418.70652511,1376180.13736349,1205447.1333803,1010772.99136276,1221574.18910994,1190540.1270144,810207.39158827,725411.606321983,781574.734033937,716152.228140408,477092.026648752,471981.996195487,489274.13467285,335243.540953278,334574.327946898,414952.384266577,184397.469254213,147241.514500857,194922.662908916,161491.06776473,100897.702880068,135212.390195712,38282.048576177,71555.054867848,27269.3994301052,72072.6896802896,60723.8718282556,25619.501623532,34151.3631669124,1455.13100087395
3,194701.251621614,823563.44083308,1104142.90318452,1362856.56767402,1657639.47313364,1526030.73792512,1534713.08809727,1601572.17682474,1491908.18311166,1436599.16710896,1322514.27226489,1071956.72187884,1181366.11340736,1260563.75954209,810098.058514772,785471.101090354,643130.392659871,597622.631538265,612721.757995942,461681.448590803,425063.422476973,477234.756799196,355727.184985969,435657.973921721,241657.229646248,195693.156945218,305768.424135883,88423.5013633438,159639.844545899,225850.132901408,79999.8801595232,42128.0938391748,147995.708747272,150979.656205558,28786.0770150444,16876.6595359528,83219.7365002654,43839.2395942862,18711.1243882507,63905.7994165204
4,318241.31373728,789991.875055039,1309769.46323812,1433927.68691834,1286018.56927211,1344090.94775273,1243278.93693968,1355095.95676829,1021848.27439416,1170039.97603821,989548.846012639,1310807.77737152,787609.867557096,936469.784755708,745201.94440803,648099.620462601,675351.262480952,716896.461255906,553096.991206128,753050.846513334,577146.021022541,449859.440299956,410766.68484072,285111.72934972,420687.260547976,201242.361447818,200681.407289,70835.7515714702,155955.179809071,247546.374117081,158056.170782085,44066.8666082413,86707.8549743169,75124.0469349076,16826.7254517514,39137.557966642,39860.2832692945,6384.41429607751,9645.35851984411,27041.7709485524
5,186340.665705529,1117443.31687248,1356695.81007404,1570158.58211674,1446436.14061219,1593730.7296813,1619355.23575774,1530401.20646443,1358246.78423402,1294360.53797553,1174064.86209558,1200114.87010424,965398.283894944,1088987.52246012,1022435.26365413,864965.260247202,793658.140843536,591679.742535855,648728.336361009,450600.103952426,707113.997430868,560105.997812195,192157.195770932,294190.083277926,112800.946371834,252497.467722612,77640.2047876919,143080.543777182,181002.218118287,133678.778477321,35583.959388276,42580.1952511588,36206.642144621,117451.492818724,26401.3032892678,69820.6494980628,51172.9499483722,12448.4630123213,18478.6326803715,3981.30504861799
6,311491.922359366,1360359.45264767,1445371.6078595,1820228.31094411,1544666.89647637,1811257.19845455,1692440.10517216,1692451.90622379,1585529.88465134,1459513.04613717,1187840.15208289,1373447.86052119,1255258.196321,1038091.51771054,925947.58137531,906040.797300303,972221.902228557,812641.892741276,828095.997874208,460521.338057436,386237.057109055,669688.68405588,339990.531799281,416806.015777285,245942.165741292,170683.459614872,196103.553225466,306206.047300649,173444.494355972,299318.964030846,91810.2743021577,63444.83624027,64299.8998304525,92801.5490416988,10322.5505316569,16736.5935329545,49385.9490367432,9645.80256865054,37085.2795757857,8937.44186534184
7,571778.96742,1459320.38230891,1419737.13256575,1436909.94083161,1628941.26323197,1553669.5267657,1535403.16395051,1563457.44164818,1518479.48689741,1353453.32877125,1506247.01317087,1739262.90824778,1423923.30044055,1010649.1425295,1171882.11308456,949579.073988991,874622.673502781,788029.021941584,828739.830365002,813603.517647877,538917.797878238,578953.535201977,470176.586500394,365805.25532043,139627.943881191,240625.872102958,236925.325217687,122042.063309542,215183.180449142,239020.833138399,45969.414915141,33447.5592852075,59346.0088889589,93331.6934814679,45956.4595172282,29839.918031206,8759.65412398069,32588.378076226,10816.4260503341,1935.2799302752
8,440719.958046594,1188130.2105148,1498392.3967822,1542976.05320587,1726441.54077507,1778987.65115541,1482442.52061651,1543125.58928206,1830350.79719644,1540790.28742336,1305635.94756885,1298829.13836668,1026119.24386533,1017314.11815351,941310.483488205,960964.014626741,991203.421855579,843503.105501508,790455.389512651,722579.643215537,619321.316564055,386306.868545161,529614.851601738,295051.289379159,258254.682970748,197684.204889598,192834.050260752,109533.9219155,208731.076764837,170945.657647774,63963.8219092815,117004.040256493,66559.9680249667,74759.8842167975,76008.689913358,29879.2996925222,1884.25876596884,150981.54039316,15863.1390316828,39871.2365234097
9,300792.357305961,1390970.86209616,1687848.33716077,1505132.2770169,1722975.69727465,1477763.74775894,1628756.9264216,1384827.43134528,1974791.71388484,1205593.10336804,1200932.5392539,979416.646452284,1084605.1387258,967549.668723478,1185906.14511289,873514.366798996,578514.28306955,753755.452442532,629871.489495051,712820.682727083,572739.18982379,345743.85138819,335194.493974746,292498.070792884,294042.603997305,203000.36624639,289472.436742091,113607.879706332,180459.844668602,124247.810295608,86310.2148056951,59091.0705456599,134564.445259787,90669.0465586724,39722.2543505288,24728.1133553271,7845.42485884086,14092.9767851105,18489.8696251781,0
10,284057.395970762,1729084.38498275,1567910.54836898,1581072.85280199,1416811.39068746,1686367.40136149,1585979.07076776,1479867.76379391,1528264.97710865,1223858.84996444,1083989.56565791,1441546.16189994,1105062.37911768,891607.558522173,807571.153732264,708304.565855006,801928.847926252,1108849.10784997,343696.73380534,422401.764104753,608037.671212283,388850.314165696,261531.790340819,344486.655562742,166248.535166675,283528.01582723,130875.899844928,165806.233877147,91304.8854755235,119104.273830464,105865.790053944,43389.3263978792,93336.2549379291,117066.129870206,98524.646027768,19479.2654677643,23965.97899153,52552.5597495918,15548.2829436339,69902.4568514963
