AQ,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
1,0,35980.8196357337,298003.288125357,340941.500401005,538013.595232126,789545.051328216,1557304.26511393,692335.170769928,650928.729217515,578134.991784579,286954.137552155,1328586.75437862,357628.456497301,414136.762396405,715454.984291846,647302.827123337,241718.672519187,520313.158198018,256374.016548225,476000.04824468,249108.417681139,281427.382111231,50028.3788439369,147238.759217299,406215.050193177,266589.92535803,42926.3345949656,199178.497946285,451021.837524432,9000.60036480275,308782.089882487,940297.975890146,43470.2217601249,92870.9942764386,0,363591.194639528,0,33208.3861539412,0,0
2,0,15367.4610676832,155711.296609944,435060.968033294,361436.538324918,520238.67672447,497328.848586196,325018.571066464,933567.131350018,945691.847908936,409147.356846192,811874.665561796,597594.264877364,1441608.27897842,384655.102413569,513063.719303597,648960.740974727,1470534.31624843,836426.074413779,94452.6750338957,9484.97035104869,200703.116587016,30451.6763760305,676255.02032403,274786.127713003,204658.338114957,60751.1618723588,0,4199.81811257685,696143.759925323,0,240370.720746009,198210.675593446,26348.460766986,56825.1051617058,0,0,0,0,0
3,5271.31866736117,64660.459183231,348129.280534875,745370.460294923,548364.278567337,483813.240438326,389731.457403619,486693.804361094,2415502.70672543,1854710.76490111,809422.484528807,614937.412288833,964469.393629133,287179.027252451,1738782.59355627,576556.016840238,704145.834433709,1014620.6786445,208654.699070314,204180.811247526,6451.18768247135,434562.754990381,62180.1874458753,2831.73298745337,555658.592469579,138191.665660977,64074.046151079,240643.413598958,715715.447368395,240246.072280802,68353.6906431074,23564.1753361563,29688.818780161,343182.726152303,588107.568342447,33365.6240830683,76818.0131541633,0,0,0
4,0,53798.7950015682,370468.028000036,203754.108631503,812564.633999,761597.765841298,478324.952752368,835804.079765558,568877.507069025,788418.537289336,1190295.33910479,1671825.70713718,1275407.0311644,1472165.05396679,740593.764748144,379543.12417382,642189.38941709,149921.776701106,1439515.04940111,1220159.1179294,321244.487865457,65318.5304052957,576694.236463298,597259.241232423,103706.847259252,758926.475779029,542775.992969423,19166.6086798152,48555.7129914649,16690.4483781479,664922.988335801,0,52583.9391668221,21704.8641356339,0,0,0,0,0,0
5,2973.00667746898,69027.5433554624,284461.740193194,530885.164718924,541877.73906358,1244983.50343683,257994.80784219,413793.648254722,650802.135742316,199006.653123363,722514.667978959,1361067.57968755,1422948.68679813,1325953.3027319,214933.192966241,563899.006375598,377047.931330377,709612.06089892,370583.212582181,607986.479362201,453256.310119053,32062.569354024,661776.738571871,424086.535610554,919603.469590307,83275.7562613119,98786.9542586644,172825.291205255,616951.811445621,25577.9319622679,4369.21030716038,549760.391502452,680637.256291252,476163.357349852,0,0,338916.295583027,0,21247.118021383,0
6,5294.73896108349,24091.6644674084,74891.6944628095,310172.748440936,343380.900179716,483902.59423057,444210.964549103,567643.982281195,272993.800997253,800080.514249084,1306712.52956857,927653.952296978,288192.687765982,383140.36613973,220429.89362656,202141.518127672,444371.905794277,755549.7247742,207473.912540626,292081.047289611,474699.271062715,709377.39347491,474740.293843513,94917.7267972891,245993.845056329,39726.8501678257,471457.549387046,303493.533871222,244257.606517938,275813.224230473,20321.5963400874,0,38044.217328677,529444.149054936,72363.8991580289,1035315.17150935,114190.208074473,0,501805.828183997,0
7,0,141077.907979508,458047.582012768,1894708.49135576,485801.019711246,1542144.43006263,553633.575780783,1409131.0748422,637472.286282019,359486.893946196,1950631.81814528,1003223.88080899,691820.679667835,1161658.85370924,717707.873938272,1617594.3366935,727313.078630694,1756443.18978189,125459.726011838,453579.385713535,811962.292716654,564194.319707213,513552.450517609,999177.360301942,95638.2035501783,340594.158492365,527380.753097161,20697.771716721,593855.11501936,883252.037113929,0,716515.074128942,116224.903966573,578871.556446174,1186692.20859969,0,0,144356.053044722,34224.1277155132,0
8,8124.7179654232,40217.751037533,245050.592029925,257927.811359982,1002333.95303315,902948.820981336,1137642.25728936,3993344.15421501,312505.795981894,271732.416863791,692841.709185356,1118168.83871327,1097011.48518588,808420.929743945,696313.424062829,1236898.60039875,625243.51084572,760883.975364946,225937.050467607,263525.361398326,595349.382587985,1253814.955151,320361.024681007,4897.24213534889,269206.699777186,301181.490295432,0,817460.428153189,65813.4181716103,56940.6270724505,0,574546.140936084,0,55088.4973446112,0,0,0,2391095.53811551,0,0
9,2143.11543280222,72257.7597794928,197925.791974539,765094.810255582,1485173.17387968,638825.10463771,400356.552229445,527845.403991999,1101498.95199678,927067.336579821,2892500.70784313,998688.515203322,982232.733008858,897910.557382872,3038057.43109707,881073.024902515,675686.901847205,1199907.5770957,233638.058724237,1296305.89001268,329595.191194208,82669.0907622459,227367.256054694,245242.468830454,212453.880382686,286646.738079693,0,0,36032.4464417351,745964.649872786,0,69496.3990300927,0,0,312281.815627288,0,0,24867.8110937525,0,0
10,0,27521.8837818674,335040.779213273,856619.281366351,960715.922027557,582902.250016856,527391.641962862,893404.89697377,725207.729283645,1565384.64658895,1391747.16915189,525283.48666574,1532492.40492254,1676889.15113357,2246340.02106796,2374696.1040316,1128918.26402927,594958.693136948,478265.364966437,2152841.70771048,496736.810284189,938625.348842194,568233.246727622,793995.066005245,526455.119922888,284562.962996098,2137327.76273264,216337.849561832,50195.1889101299,35599.2130160678,0,0,0,11086.9153370304,0,11584.7073240668,0,0,0,733023.235546088
11,8137.48198385336,36596.0095609312,129073.176976115,373198.331086216,457034.128076984,521617.346821812,493066.056544445,1848845.52495991,1246868.66900194,399221.532982696,767446.672525698,1073003.69937378,989198.366409383,139757.317778838,1144708.08366037,1541400.93733253,419814.42123579,57935.8704841519,412209.125264572,844271.333718081,153798.003599531,232673.149552765,673342.400667324,55853.9655193125,73122.4194896431,235852.138743186,0,28268.2737846375,615271.437990623,22114.5594618321,702969.449542145,0,695722.361159655,312041.2063768,76666.1150992547,16750.1770763182,0,0,0,0
12,0,41221.1825244146,146954.897208396,300056.110903037,930117.331365323,1225506.11975231,408915.830628462,341090.043556317,590468.943454924,1228434.10802467,913530.420608709,1346525.56212604,322237.235105795,465533.967221662,447472.969722907,244786.974710513,457436.861551636,293919.749223298,1724655.4481142,340786.308034224,196866.806358683,747533.306790897,417171.328165993,0,33367.7011302653,559309.867542303,326610.506084948,23551.8285481161,21750.9559626901,18039.3634871671,50374.6227585259,0,0,0,0,885815.847496705,0,81387.5993014041,0,0
13,14080.552567178,61931.1245685907,933434.459997122,580623.960593032,705966.300440629,650391.44119735,594903.621936013,1630787.27987816,647423.728099776,788411.583167534,511798.439874872,959567.071658586,1318301.4297654,1309237.28375111,1104365.84506933,1441891.00924064,541829.720215913,759226.448180932,63842.0747395939,624172.007457543,495067.009255902,1414015.3486084,334465.26903783,370122.436501999,72362.9068353526,45811.9913160807,845826.297405041,112028.587812578,14489.2611638175,5600.41417633377,5641.37343393054,658003.388479559,58293.8652656722,0,25731.2041565149,279876.691175146,0,0,555139.53860487,532915.730451605
14,13646.7874638332,346095.659673061,314394.963899876,520042.40507942,681359.165151574,1564081.01842828,1555661.12016811,797867.085689491,956727.565733927,1620694.59530353,1570783.06848711,1705316.58983519,636973.814514683,402662.447249837,1148145.83658034,1376417.46796374,548449.443954793,347130.755048228,731750.549800094,231962.188390978,640877.774882306,3764640.11119371,2177148.42299646,1513219.62313236,349594.275373286,151099.47367101,25367.0448552639,269035.604205044,915591.282587741,65074.8272552275,1079856.89818557,0,314030.659818889,0,39060.5948241778,24171.713187496,0,221452.005902341,23595.7843216895,0
15,21290.4389186553,248889.27920204,179232.909226322,642533.83620693,1032123.94573153,558313.454664104,762366.18069135,1234683.64414284,1042036.94575916,417730.409450928,1693883.96131512,1000259.91440538,727045.465142664,337696.140977919,331873.158989114,1016116.60661878,333745.401347046,271539.599826839,644040.797287758,998043.304987792,457572.680136702,299391.796007418,341254.652864087,287935.762652914,357216.149434434,477328.525219703,391420.354814522,620701.078624722,0,161831.12779163,0,564436.15506852,0,38305.4257431304,0,0,0,0,0,0
16,15388.351529832,533985.280991442,651315.896498836,729111.612921543,813136.780790484,906857.909593913,749482.619479087,2513245.74033423,1050345.55486196,539022.589878284,1593964.65216947,1370986.94773933,1289181.58550741,1305803.60983393,690833.180925216,398865.761779929,994219.702855749,349285.539103544,576991.502920332,597012.411767153,306064.926662132,74469.5796416067,329797.965207467,694762.329340525,1284194.17373152,363211.084879936,3439499.59115676,754900.457646701,668248.306739316,40672.5647507518,58835.0409419675,30979.4878666406,11552.8436012594,0,0,0,591955.706278765,0,42251.2265114948,0
17,0,136500.933238043,1468983.22179944,1005400.53987062,670700.996483318,633895.154203299,1787158.52802674,970891.016155549,989176.870040569,1277428.75006219,1150838.06574081,887019.003541574,1309274.70351406,651074.276191924,755135.045493605,1327879.91340577,805795.97549237,386299.935991623,707535.1371301,185285.910264884,7871.77625065879,883265.90468465,363649.462862382,7814.12716104752,330974.73728035,28121.1783606004,622572.147224969,786170.755460951,305118.015290566,32911.8432467027,117587.760130349,0,0,0,0,0,0,0,0,0
18,95302.4424456012,49093.9786028785,420781.91777371,1143308.11993506,1156791.7391756,1168326.05826986,1368757.15357557,396707.082434736,840714.369700452,900928.569742151,1782222.16116894,1689694.77281734,1494394.96558258,626843.520260943,617498.970156731,1047378.65889048,701527.049091111,1656766.25487393,1279258.19233543,714944.952802891,501549.808138982,879608.594902266,1550676.77172273,731889.663666926,1928924.33495292,218685.818344598,51222.5378924812,10170.0794337022,8545.50478816917,0,825362.579286043,1070124.56606486,412109.814837754,66866.8022420243,18556.339637533,0,0,0,0,0
19,7609.17119079645,87956.1957022935,424429.11919201,592978.107685597,457789.50636267,1209278.04057616,845562.883790667,663470.827977502,1150339.74576007,1112839.21821043,1652811.82069491,398413.602777917,648287.095715287,1234002.05228085,667688.66505682,353705.254163053,823446.429231101,887110.724004961,111155.884805884,638281.394092789,342702.455418418,1445501.11179541,238750.528063525,281889.892022562,47028.7245987752,27607.2791162757,314445.118926528,261558.067691665,3026.86767045733,1097236.77031745,90736.2436347945,2104.84216651984,53264.123217545,304897.980489073,0,144925.716437774,0,0,0,0
20,9675.8334963335,84374.5172307341,1553429.0416655,978781.662972326,1065644.25401482,1413756.06858844,826515.068760402,1000509.14958684,1315592.80025849,1507409.51532374,923595.387467657,746194.8253807,1692169.30915214,675499.645635747,735644.828658036,2394397.84308077,573971.462937435,429282.695468017,1882660.66955401,637523.416983271,81212.7843076203,88521.4199036119,1690587.72085654,1549185.89686304,1213067.15460155,61976.9209783804,18135.0384515696,678381.836526709,0,663181.779326025,0,0,39077.0416488794,10799.2454887693,0,41919.6191106849,0,0,975539.937246701,0
21,21629.4510560909,906532.682375268,518510.60082056,885800.914535047,966623.653813354,1534601.96514466,840369.801541491,1511781.42578545,1167016.95794533,2058467.94441922,690657.65292644,811640.303827642,1476459.28720732,3430307.5525765,1118596.7708372,1310732.38913102,639814.80562486,1566696.5801773,180342.228730225,2360769.42037999,1337214.90048109,644876.560396146,193515.412719681,0,0,188385.8282445,519227.933895761,84554.6861003034,26069.4836796335,0,0,0,25610.0140408317,55420.8970043949,0,0,0,0,545923.87421741,0
22,3057.04557479729,122503.000629083,1502871.31321283,892369.895174707,714285.942726127,1308007.93585078,2340003.99737115,1063627.25510198,736499.675665281,1225104.25605154,1241957.22014235,686800.532153601,966760.851329137,1159684.06412642,819643.073153483,492266.868786663,1028114.76961554,873497.257705542,1040083.71176607,549642.875298652,1031098.28258082,318795.21295871,1215365.02220089,71298.7803848154,84155.5255932496,58071.2728102444,0,0,0,311373.356511256,0,247430.553389082,46506.2029664605,67769.2131634494,0,19018.7798174666,0,0,0,0
23,78.839673615383,115665.108128748,592519.659668102,1008121.65828418,1281332.46183084,1083125.5971795,1079288.86374207,1247398.97939106,1027158.40487337,1529771.73346852,1939954.46147762,1521051.67142799,1309072.13613298,981148.86833039,908443.990734976,835344.234430576,745719.429952304,1220348.03806429,1709826.05043732,427110.171065318,69929.6622265184,430737.272489215,243708.495073054,48385.9814130594,1109800.62134247,229612.239928151,93928.5163262952,98033.332149524,9103.21893035318,350348.873917445,8634.2450997857,10343.7376067417,343401.708551584,1868736.68133931,729412.035333659,140011.856599089,0,0,0,0
24,7530.953412022,153298.896543671,696986.540836095,577362.977823111,529956.536178435,2018527.7114464,1549588.90631313,1588525.59453479,664293.787070957,565015.811894983,1779964.92382028,1330737.03020548,2344574.86371974,1443576.90372571,779870.141332369,1403114.89638435,553425.229147572,1616639.31959029,1115083.90490453,324176.311054979,489182.803968578,565099.754741084,1167444.43640146,56179.6788027255,0,48697.8079588791,584137.148594728,55133.9044639414,0,0,0,0,0,0,0,0,0,0,0,0
25,40677.6124014667,661477.698927131,607861.753159582,1502512.5809515,2558543.32912071,1148959.10745951,2295588.21445222,1046802.91640391,1097299.45356328,1521684.27685044,1052868.03358802,1377690.65284454,1322052.45688064,1325611.27437235,1620107.03177715,78690.3327164803,158189.503206533,556230.312277831,608885.786678511,190985.833807105,1838527.61477198,123112.425371875,344800.259487015,718035.276004217,285037.520353926,481296.714104198,222700.724128851,0,765854.409219136,323870.241003177,70312.7093898059,52809.250512837,0,0,0,0,0,1119162.43537048,0,0
26,20266.0147495724,101240.898440377,574401.630220082,365619.359947999,863090.848565483,1064829.46196601,1371951.13825583,2855671.16852165,1447634.81921378,461240.369302737,1692033.57564821,1378998.35246265,1427280.08975464,1679661.73068442,1890701.70829318,1602796.68039485,1577119.4749673,1478477.00482792,1790147.71306868,416075.617161575,381532.431774205,2873857.55178577,244871.285099256,84228.5626732594,0,14132.7282888105,0,1015562.59277263,1293222.31840043,94940.96519968,72485.7551140315,92542.3339006698,0,0,582323.618150506,0,93711.639130423,0,0,0
27,13841.0677251255,241783.496865281,687440.32021415,1936624.54756117,1342482.5391747,2207480.29336249,712035.292189908,1173916.28214593,1218548.62520463,1358619.25614107,2527284.84324515,1874114.67685663,1611365.80263128,459663.508896879,713061.793316255,475064.648591793,1002126.05866609,823661.717564613,650639.296259831,1274714.4816279,546567.54336614,244320.870516384,476328.097151569,1677544.57596603,254534.35015466,435678.017345796,112914.163528009,20978.8617602363,836062.460874322,0,0,73358.1754381491,0,0,0,0,0,0,0,0
28,43632.2599939125,389653.466508829,862688.445089754,751922.794231221,1325943.66276342,1747175.64954379,1558355.95221742,990384.256651337,2213448.23312915,2060891.49472202,1828474.86451033,2904017.62394247,687553.548203703,458382.24980301,1376624.43538515,1682405.99378791,554065.842197923,675279.570933311,602544.964370686,837968.302176478,362779.035392729,2547680.94084681,355063.063409721,523064.349350591,807078.909452022,15359.2604649635,126569.74460572,367959.928303234,564487.922817807,38172.4585092853,57334.1217044319,0,0,458241.239039367,14675.0269799419,0,97669.3179351782,0,0,0
29,0,410829.483722749,853406.957771586,1632685.18748861,1509130.87026418,2313105.9593416,1446264.70270186,1092403.23377495,1497325.31531643,1970716.29748934,1639793.05641028,2789947.15058667,2412528.66998482,1571384.58198458,1873762.34517574,1603930.98169684,990772.481057983,384550.131743486,791432.1429183,465945.881581497,1006828.78144943,650150.768767994,903213.342028729,481305.321114211,50139.0509866493,356181.212357781,0,0,54109.1633095746,0,0,0,0,0,0,0,0,0,0,0
30,11381.0631187369,117587.386427599,457423.053985257,1440427.91866295,1334058.05301743,2364134.2612727,1339906.93148146,2691890.01859055,1726101.19063766,1702061.52530639,1223061.95005697,1061229.93402492,2072795.6698734,1201374.86565283,388015.211941262,534355.891565631,646851.868955266,387060.369072494,477751.375425501,1612848.37881782,3709697.7939839,997535.562571265,726183.663759358,131165.193477454,88295.6130687727,690362.485599358,1655104.69114039,33771.400896752,1074108.80167157,0,93172.1905580653,0,0,0,0,0,0,0,0,0
31,0,914773.696494788,376149.198326376,996579.590603931,1766917.03417117,3593241.76966039,2310854.21878034,1792532.49674736,1393638.15180486,1699272.01657978,1636607.98885434,2470644.13622258,2463101.82040094,704713.899839483,1781245.56133632,2013693.88914789,553494.284177112,1502530.93438573,22582.7074517231,1141128.02228801,1678876.92872141,458777.415300925,92494.5363058139,101230.184875659,11091.1778578615,491875.103925883,348322.37647049,359641.711658624,78741.2960978487,4639.92335895431,586263.907746356,16633.6197702506,2546371.74842457,232145.365463249,0,3917.42783009769,460514.868688189,433754.065920211,0,0
