AQ,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
1,14592.937903955,35211.1636801009,280775.716463814,255120.324220994,1456597.41767507,607252.300317836,206607.17362828,511623.986077474,352217.348593957,316561.710785092,505699.909423938,1529372.87107638,787399.170621066,253599.01572381,456500.868747269,1232830.81583121,334541.589899279,1202881.16789936,685344.027054927,605832.466210122,1250005.86588915,1236219.33297933,813401.761729046,41012.5882331097,54138.8097778135,0,663646.469308281,58134.7182523252,15577.8120900694,0,0,336739.872577986,21952.5298260945,0,0,0,0,0,0,0
2,0,39576.6159185943,91929.9694043727,351157.351764208,236536.014559418,261988.687096762,2306137.89427563,2379196.49321332,1449993.08531549,552192.217404374,569828.098526578,526363.993662318,325096.757592917,560362.934370599,194006.040567135,679007.952605967,792687.618581575,237608.902185469,1530182.3991423,167250.506138398,202517.279526635,195514.786173661,218334.819925244,628936.469995567,281909.521232734,713608.17553438,341323.137234255,3050586.22980817,764035.796490214,40540.412514114,794352.371185942,43405.7701483103,5051.7804432545,0,1378338.37532278,0,106967.906300008,4868.55844152757,0,5974.87142079341
3,5558.99939686896,48927.1056262906,189623.970789782,595086.098557227,385452.809991172,544212.458845472,628934.806643982,1291644.5440399,1370222.02271869,252260.979993881,675008.242141117,806007.845810593,530147.340368035,340887.861974825,276038.498668392,139817.174027034,1193817.59599341,84091.0063877297,935406.872645333,41736.2528065642,608643.495465538,32009.3350584782,60225.1108662566,232726.373115411,30344.3993514359,414825.906524607,193675.735072079,875721.684296182,80185.4745689294,254163.146067282,1808735.7474542,0,690890.964946383,0,289938.51649416,0,29620.2016705056,0,0,0
4,0,76080.026092551,655863.959983031,252908.101450433,493351.614701077,268942.204699678,371734.071949542,402235.46403905,770340.84860755,328515.98905566,555589.698049537,1728339.98942711,578128.674306296,463555.815425903,348555.776263149,268796.787959597,991259.619815047,135645.096860778,930643.674034252,78219.9520222288,2603.09442947097,194504.829875087,1082798.93375772,20436.8864539436,1212395.47247987,787750.778451147,136056.551009135,422598.687941033,0,43911.2371462653,26058.083721457,0,0,3550.05162427932,1259076.77889139,110410.414300075,0,0,0,0
5,8126.2826918562,103679.850075492,252682.046379201,248492.667128325,540647.330006247,438495.591611132,854678.294124589,1340595.90427672,813363.183529376,747993.171633769,594046.066433773,961108.974418958,688121.871011494,356597.529332434,68853.6645220229,545064.451147738,450742.728666707,97150.7599688136,414224.184878173,1201227.83137185,1218152.22904783,515457.780165969,1003460.74154194,347591.194166155,392924.459626995,377637.314139956,440005.169928703,49546.6654483926,309315.051778266,0,917910.989891037,0,106519.287762294,0,29563.2008678319,0,242667.519184131,0,0,31993.3508832928
6,0,49434.5661903341,254968.932382809,174193.43915231,646160.926915314,590419.970243404,739353.220515457,936295.087917598,266915.229882098,843306.794331043,1172976.62153932,931732.888940295,1156109.83496419,1127643.0877848,2218633.96425292,1169925.03568599,303088.246737797,864374.828128713,1256482.6907136,506692.132756119,705591.086299533,312095.392964998,362139.670621374,289054.993959226,677809.811450083,40132.556063703,333108.853098928,28927.6622252657,80204.1934542263,0,23411.9003134539,17970.808507872,0,0,9396.00105423603,280745.957163846,1167783.31338149,811603.036222769,670045.330684425,33138.6316459735
7,0,150154.507212752,239727.060979545,800782.432791077,1200084.56236111,1057752.16136876,905925.312662075,2146486.48345251,547983.688119514,787267.813808561,1190257.61986876,717886.370494716,1147571.75584118,715370.213160443,688224.105820383,1290036.92233073,1102877.27274898,1604951.69241057,145631.879111688,478557.520971613,655378.460239138,74493.6475159999,332577.727700091,1031631.68727123,410603.13926628,24235.0225727619,16947.1866060242,252151.097028402,0,316472.909723785,31966.1469100313,23223.7828818741,18643.3031371839,0,0,0,0,0,15770.7849587412,0
8,11398.6247298503,28778.4743824294,258409.387823602,360394.449990949,940431.634173963,494146.875525929,405661.739032096,1193050.40155522,1084045.12239327,911736.503684865,364850.838278332,1907776.83644559,406786.064352957,696010.085769162,127392.09016862,1316121.59734692,334417.210316537,339593.769425248,373056.622342652,39539.092939724,459847.814087129,210155.290390511,1062134.50480357,55226.3045465844,1417007.02097035,128886.558483646,302742.507706785,251057.980348604,72155.1836728963,40750.5285671665,8296.3236848123,0,416867.060624956,0,0,1791059.07236038,0,87360.5059786461,112238.955143597,0
9,0,88920.543781893,2173376.26054242,478910.653232165,437021.382499119,370239.177813724,681653.94450867,1760142.7314992,649459.421025769,1043953.23699786,892089.64906386,573501.209417815,1496033.44357408,605283.803509943,328942.228842495,457518.302775597,227804.230470681,317915.085564979,196845.902341546,217443.267360415,1153663.65198744,566755.062926809,126881.718892036,211502.728128079,330445.416902722,193306.312485874,218971.977441571,14729.4763654715,64890.3890283323,210213.397877218,0,0,20478.5439601003,909294.842614219,0,0,106397.998981271,0,11585.1881933794,447361.376349303
10,1846.65511461531,28172.2812613137,275377.45282656,1000104.60393119,866180.768842886,493063.350375137,869711.262184289,958056.629912493,303178.012141527,709960.007449839,564663.744782281,483768.640132447,902861.768336868,1517846.8309907,341723.059865296,1308129.95271736,1472974.12387246,268738.569239612,294647.997285193,746919.893005897,69040.9960340026,801673.677174231,268778.478007536,316871.992103423,37415.0776454492,272714.35879494,14540.4832629916,40388.3347145866,43661.242214854,476405.49188907,0,905282.068507522,547497.49403859,387979.357779929,789472.71478657,0,134737.657102968,0,0,0
