AQ,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
1,8988.00041037306,55564.1482821132,435887.431314707,387357.915437911,323184.16286889,735481.51429489,469089.573217364,210004.104160623,312086.617071154,402656.803565115,1217803.65476039,417810.752589848,713838.555871021,1439997.91948852,1112731.01102337,869073.931766339,282963.82156427,372906.640936514,413640.748295892,126427.48558704,125343.755115848,407444.233476722,240513.265424911,324953.402305198,1868853.91623745,1749306.53251201,148091.004902914,2329.17981195212,261649.598431308,444903.875425196,539019.393043845,39461.545456698,94998.9840930939,0,0,0,51463.8220537984,0,0,184460.143985957
2,11530.504785707,272974.740432144,1213359.54631377,1384537.94393657,457980.088960806,517196.428446938,1023940.63781373,2093688.03492401,1050632.60389556,692259.029648634,954975.329609579,650810.569517361,818931.757457629,430861.740355156,410106.7342278,705618.10492793,544257.614966124,552733.973931824,1415598.45013397,297161.359540995,105541.085218264,487956.297586459,77895.9291982381,167683.021852738,4347.81997161135,201512.993426054,235049.832510184,129677.461442351,0,215911.483455151,0,29080.9301239151,0,552868.535852343,0,84455.5651861285,0,0,0,0
3,0,29903.3609078026,67088.9645672179,88034.9818047785,290334.644887816,643461.463395423,491164.883091278,467191.785257622,576277.194489303,301958.316649489,501082.158942002,1516856.37915707,532963.141067857,726138.800385857,920182.142118406,2663192.33658952,450364.667992249,845869.041251902,2648441.51400279,560133.802848045,346632.668274854,226025.798875775,234032.811158301,39749.9882976621,797210.275272605,74673.5075572903,738974.196859325,1727994.54687247,439440.298434112,606540.131025734,22517.4274074618,16296.4451047937,594290.746337536,0,84011.4937050057,0,0,0,0,559177.377816885
4,162.090331346858,62944.7418920678,310268.679272717,376737.70991831,481697.006074988,384443.109042079,733404.459526492,1407231.42041708,621891.568232662,895394.679366314,951145.299566356,568463.745368706,1605865.33354757,364978.230704088,1386430.57364562,974931.804808049,480466.755260751,822902.282232551,737019.431345234,174093.257910152,873402.34496565,0,1057047.97090715,179826.848342623,81892.0317368437,0,31586.6119540043,36267.2259435234,49464.84924459,1735058.19443407,861230.680824251,0,37818.2639133785,218879.655286721,0,0,17384.6549434499,40939.7789925649,0,0
5,0,87131.9938954292,214168.670440188,826636.019313147,594648.274699097,506047.308570875,1388564.68484221,982624.174853567,658534.911376716,1054093.03797955,618890.616013256,1169970.22261955,869991.141549338,993092.780053031,595921.86018518,748821.76579672,721917.664555902,957544.39840414,930222.557356331,427844.881889889,105759.09179429,435392.211313908,297861.728913387,1166402.11662483,186792.047350532,245209.565147195,0,1046629.43406861,87543.2298084459,17879.517964586,22445.8835785769,14071.2188898972,524735.772044212,9091.12732051519,361635.731640961,731505.323270061,0,104462.705286281,5903.35860581465,0
6,0,97153.9185472932,237214.149281485,1518253.68804863,553593.341613212,1315544.1094295,893791.414047543,1371682.17184606,1095498.0223347,810141.199852072,754004.175427038,836662.303248733,1408286.02366251,603581.150785497,477261.228716447,526543.845732813,363828.105958506,794301.429466587,1783080.2710706,588501.957456747,279738.23309932,529109.628774577,59656.7805473816,64494.8257399094,826553.168736479,661008.520285506,91632.9217347491,323182.811282816,395879.544876366,29709.6085235353,0,0,34459.0785367219,0,0,109675.41496933,0,0,0,1861948.76934952
7,3275.22328515876,46827.5104482364,121575.289003352,324000.504285953,706480.752548797,513355.047001644,408273.506851774,648099.095123051,430807.123923404,486472.201914721,400556.828542636,1612091.53675523,609805.326429514,1378999.33205083,566195.260393008,405689.782970296,938007.089905919,349616.442724301,36360.9350620123,651876.155070469,22437.2568746301,48128.3070524289,2589.32613576726,550567.134468586,80730.9976754784,209994.003428846,12564.4374322379,22110.685636192,11248.4269734674,445074.992624138,195743.649213616,359914.979864183,0,71970.8015525554,0,0,0,5659.70982215849,664762.6689024,75787.264473567
8,0,59041.5265137643,208143.058365499,425347.89179645,604396.655374287,876049.085286742,529222.128590171,1454698.1796299,1050321.9743623,1017583.39274131,1138748.54891779,1262472.3879453,2024089.59877986,2361099.52298178,219731.035099475,320257.234465189,950699.39944398,473380.292198793,349987.205849936,40931.798929987,1123337.34963525,110249.697356098,70856.6618523093,471055.45953133,310311.853795644,41392.9272817798,342046.425036156,538797.101361409,0,187808.49336034,27925.1228205467,0,19760.3597283115,30339.0751300975,1798681.54500985,132583.487255008,36025.7092805085,30424.7498662752,0,0
9,5059.92903010741,27440.3817670342,218216.536550149,246786.097539808,632666.242968518,865734.67930068,904806.211382455,421993.118415841,983694.470080628,585126.651299838,949177.093018876,1107036.50305133,614963.43602978,617812.353041409,1264901.23914208,1619689.73618108,1292863.8616461,1261498.73446361,992646.670386139,574464.064244442,296307.64709853,97516.8497276026,251450.579364923,593718.243735003,262565.030180945,271555.75147129,27027.9731629656,32957.03513032,0,0,0,27676.1323108561,474294.720677828,0,0,55576.2325373471,0,0,0,0
10,0,28175.4529862468,468306.2699355,442861.572056684,739409.743463983,493231.958367932,470120.257980193,1304833.13157397,1008394.88384509,2447544.74174861,1299732.70479718,502947.521134353,2748549.88422541,807181.901281727,1783808.42867876,948253.396649356,519919.991538706,959776.190581872,671711.125371585,572008.127909546,1549471.91278486,410684.588729532,1821245.17100819,99530.0167703157,39577.6652343891,8445.06162974984,6282.65572617388,253566.537313375,0,221216.050529776,28449.1950474469,0,54646.2986457031,409868.404136387,0,37516.1470802195,0,0,0,0
