AQ,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
1,0,20314.5519351272,82508.3196781892,160175.847009594,219465.030853541,577919.599369151,322440.814425364,242816.024454945,502607.773310577,511443.067296457,492744.346830036,443208.562562693,246144.902064102,246205.960260203,839416.689820377,535984.798260604,1187184.49249842,105109.695887079,490071.451425425,318512.381845764,842473.923084642,272098.331000372,50630.4408860706,1600549.81827136,439705.153531958,599972.946443528,203852.534727751,10466.3782897424,120395.811368919,463071.565669055,267770.047999604,0,61645.9317778477,248412.56253068,0,29346.4991655243,0,0,0,0
2,0,13369.7027327342,167714.239600498,263690.658781649,495961.412015292,551968.312487949,958087.534386737,1282258.63064249,484063.920126969,996748.57183416,571000.687237742,597449.798596079,361554.161228665,820629.005240783,157096.636550688,492661.091040327,485346.85063854,344614.960832279,174313.987535808,1489809.710246,871926.624571665,256284.038848385,624414.572984157,342789.591518745,726268.356969343,1189803.5227313,21218.2242350868,562977.232224382,10227.3364567482,24521.1447449773,27876.8640416972,210483.008894775,412705.848032557,0,45751.5103001958,0,317543.98849002,0,0,0
3,0,16857.0949319715,162839.356819208,255431.378027942,267776.528435591,699365.864244834,602554.041111785,534332.078099188,207185.081900458,746491.608211591,400500.052298193,897061.933807307,2196595.91442263,1158254.22615619,1317865.53527121,197139.851265579,735070.461046943,727687.935375734,343824.424010453,594835.032442463,45059.5290038295,949682.190144238,13806.1175400135,128495.725309742,104042.577426511,8396.80606502438,295685.938749703,0,449476.238922631,221019.57959709,37436.8640724183,28122.428355046,0,338343.613361201,0,0,21948.2106422621,0,0,0
4,17951.5327187969,65049.8194985868,182736.389810093,1419636.75176233,451817.568555333,814675.983162774,1490144.55236315,363417.837509388,509343.70273965,741800.126467498,1618691.31058479,835268.515442957,1087025.92692508,484751.510254719,633334.144387665,518353.886374335,233758.340475848,865448.569542202,1005751.38162974,663245.459192822,1905053.0194035,312950.559017324,3807314.6134771,532944.746074869,713804.8446451,26141.1668509697,344262.845685047,45305.395414238,300483.332593511,26303.0545043784,33681.5259875914,0,242408.47169227,32094.8950313975,252499.696390187,0,0,24607.6358571634,588257.340947683,0
5,5033.24103296065,235230.860725543,129793.845257887,212453.859205909,251486.771624399,696395.814213768,1019651.60155191,783638.34086271,794261.24283353,808018.001240612,1479483.14969536,649500.810512144,465112.084722099,428676.842583398,259386.854549005,250984.235020625,783466.130346024,205621.309414183,208986.461598394,51876.1731282559,407876.829807404,237221.072029021,458186.149378133,461604.260126768,218348.42685742,23256.0734907367,47475.2091351424,240973.180574789,780443.143258302,29581.3197720816,810284.597051002,0,169984.529563449,0,0,0,0,0,0,0
6,0,210393.297711615,245279.633025906,283011.921025512,666072.229149968,524605.115334409,1961130.86084612,894453.985637148,791220.247439672,405201.678223521,2754099.13477312,669202.631955512,980952.72066278,890586.273649834,664078.269397018,546108.255645887,1616386.70125612,1719685.7352994,410543.636460282,426020.358713483,668072.380658576,281735.438552104,1024166.77229144,605908.009444981,356332.732618494,347597.069630532,12824.9015983619,50405.2084824215,0,351389.461093281,0,0,42040.3765750435,318710.694363946,0,0,32546.2240787643,0,297829.181795192,0
7,3818.94091995661,1189782.70357649,380602.020388546,327481.650959548,955131.734483371,1494222.20759562,317523.31957547,855233.181907746,867219.228412872,1513254.78375341,623835.204525084,1003596.77115906,1170543.22574719,809279.156775325,1394254.96488106,880400.489074537,448593.716595622,306269.166651945,64576.5982128265,763775.246788766,938538.793888873,932878.985176301,584533.332287521,1155647.4849802,99871.0072017326,102670.912867591,570420.173075729,14963.2350632286,27315.9959400194,309056.904749237,0,0,59763.4558828045,411222.032892635,29772.5336836985,35612.6849171978,0,0,0,764060.505031188
8,16964.631223623,273615.016565353,303002.178170625,660907.395161342,429681.670180023,402760.981046777,1110152.16813655,1068657.87317052,2802911.078602,627909.883528958,406163.371615494,840676.830842071,776532.395509298,758825.56856669,817122.883857713,769195.595611844,395307.862247016,299715.439321241,443897.961926273,506020.082153884,995772.802685002,585292.1713747,248686.008368551,81969.4336293027,761662.300624545,1360939.62645634,304398.443468554,0,178685.08288043,0,52920.3276307004,590302.804160026,382185.692603311,80486.80435661,0,37001.3199197795,931916.762759056,0,0,139860.146594277
9,0,155746.013375356,420244.070717464,1033068.29205322,868204.148755157,889613.185869024,912234.767707131,1298313.91903786,1534684.75701754,1031451.9530771,137451.968424111,250521.157427876,725697.337346465,192323.878451539,707329.615806427,476639.750723617,885073.197578128,551423.81830574,952071.014713092,924531.6028494,912397.060486418,2242654.40713455,1215202.83359758,1259305.27378386,6724.31641471147,112994.914005848,0,1650462.95335887,544680.758696893,0,64404.1559235667,151037.391370994,0,0,0,7635.12850241536,0,0,0,0
10,0,40455.6071266636,382093.587519727,711003.888388671,633918.988519432,783797.197046535,470749.123990943,1218143.97502686,1822643.8767151,927847.457483572,1894481.47574805,451298.796925104,354669.028981442,1089293.70318146,838239.995042843,513706.395510605,1524269.54732087,598168.696825509,696354.060792456,1101549.31953856,1047135.29787298,622525.957433502,135999.781292734,255913.960760591,7646.42031648686,586669.352705566,289502.176055495,231046.651097582,250939.411782875,29502.7096687129,402647.277997315,0,34759.1365925025,41706.5714828715,0,0,0,0,251934.311004872,0
