AQ,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
1,4370.77859659331,282639.27251917,155411.282572643,551414.356636024,505414.633206062,453055.480927813,599724.315203317,428283.651637534,1260430.13351144,275792.958545015,694058.398410854,1502868.06253505,1084748.3500861,884248.710324695,357046.776808993,237176.017815599,163496.888331043,459231.814505922,399193.260716276,764267.655143371,414478.787706588,785933.644832886,932230.43418525,306618.173902643,1314168.77748158,525649.986411324,42946.5484125787,52823.2420536672,338926.183652767,0,341042.641004823,206070.674384621,71953.8251170603,26086.0025614729,7386.31045338399,0,0,744004.407669346,0,0
2,17289.5928973878,53712.2217996386,319530.248255072,733644.053158439,305667.293469437,210807.847185963,492675.415340183,1174504.82957874,654906.888032644,622608.691679495,376631.066807218,1095776.51379782,906010.685394714,169010.442567246,731560.325176442,276525.997186176,1070710.63418483,276149.502275978,113910.407883753,422952.640733664,364675.739189978,283817.104306353,1792345.24014528,720516.645912672,630371.103831812,184523.764781646,208006.027492397,36790.3000552981,360183.409848468,198172.480404753,706599.383288796,13038.5373733682,25899.6365838084,23092.2709317794,1017592.15280741,314945.716545939,0,116884.978564935,0,0
3,0,38590.7512756783,329537.415904733,798764.862910537,593533.548093894,728733.240635615,773829.007473961,548113.33904108,705133.384285747,737337.707505429,918205.64277495,559389.415458348,450403.308373584,668570.81082295,814575.099622897,316419.219371935,316897.28041528,1615520.7563641,939249.38056028,273852.746298211,493676.330820139,383655.857591313,433211.601296972,334448.19063329,796873.40799853,90436.0781387473,14661.6519484712,193229.962533646,8449.94664165229,443012.439056611,0,86317.102892764,8566.37266167927,0,15255.3952841383,0,0,0,296144.25672158,0
4,0,118157.420850482,601952.113729579,868765.783904681,372044.677685004,527299.54617371,1539672.61996173,1120960.89466129,1530501.32189779,245526.74136602,596584.407126138,178589.632709778,1379340.69911387,442332.536821502,1038965.80473488,431234.420343566,266552.329361095,316790.097102949,556441.178355759,529707.716959351,87055.6381647073,259131.597696795,370545.774440993,170734.244342634,448057.275821656,207405.93321389,49490.0406683076,305814.363804399,225269.86328222,282896.55358998,7191.54050540046,20452.1302413103,16675.7659968163,0,0,7887.04265736885,0,735951.621315707,0,51130.0949853926
5,11160.7697357048,574681.853928244,733334.403097009,265795.271539573,191577.542708822,419831.630149284,727734.513487831,971523.721475768,408450.349155913,771915.981852649,1439231.81561394,375982.415214277,859598.672933291,989743.598470691,634775.368058175,1386263.20472134,158716.160859892,624466.539202049,454157.42103272,225417.125975692,298288.132849855,527646.816134157,47996.4764874095,190499.271005926,258315.924085185,27892.6224809875,247187.802835088,568181.495473076,133068.412607234,870334.092083825,339764.69435577,120251.148635317,337171.602307134,15950.0644571079,261824.63221151,0,377644.726587506,339829.552068218,70408.1010770317,0
6,37754.5873436876,188095.958595741,1531852.28941159,284007.443508866,1202067.16222374,712456.352468288,795182.774386318,569139.754931918,473771.877363951,1298203.46029504,426968.541831022,762078.379810558,1076712.39645142,803457.087566095,881380.335939474,506768.622721251,1171851.47688701,1335289.79642673,732620.783159112,520337.845065896,1150289.557975,1415796.87040714,325781.078290052,610870.578937881,0,291924.612062606,228730.182018408,247274.609525557,536481.908422732,0,473008.158892466,791899.479208644,301083.389022058,109309.987396009,22765.0494865436,0,0,792728.231011373,0,72510.114768537
7,0,48754.0529471874,204733.676369797,314716.046023429,524198.490968219,733629.523814131,1104382.64889102,704185.424170659,1154510.75558684,1065981.31892886,727056.938640967,640929.521217455,2602655.28492719,248408.948857193,1249538.40767477,1995325.69823683,282663.322849866,391740.220437956,187635.757126891,251940.998164034,1343375.92021303,1350447.0529595,648413.858477819,64234.1811739391,252429.273553642,233356.997523438,93731.0004874371,0,855080.908024284,51577.4397810232,48162.4903131236,810883.635326537,532209.154745371,70710.0814685274,70921.6968562908,47666.0729274752,0,0,0,0
8,99267.3291974839,81847.6346071215,172710.61061676,477661.809931801,286898.773569304,1035016.34411518,1094736.90469629,1368144.24081755,1494886.00267047,1280815.62626192,349987.137418212,2137971.49121085,850394.126920426,1068724.94569037,540642.856522115,647640.621125806,401294.716676698,594716.494241997,654992.774737734,832247.112337776,987232.399971665,633639.281404721,1601273.82981268,67371.0833426026,1171066.5805396,381816.339479685,1908096.65097589,471251.141392224,240126.572588536,1818020.9526339,475751.752040739,79002.5312563221,41976.0831694229,31896.1375701867,12882.7357639508,311496.757536971,0,677391.730917305,9627.07692964624,430772.60015157
9,0,112013.283752127,157112.95357144,646686.39486532,414161.463443606,414355.930559034,827991.120783403,1321272.6860929,1707907.05426905,683461.760573269,1106126.07705481,3301442.89395802,902635.347416052,534667.487488341,640165.445838251,978517.283596221,344416.573667106,465933.680055488,491384.890464286,100159.124455986,437659.385316429,232837.952677821,481689.237441696,791963.753805642,221876.429333498,210448.672283988,270701.471386987,252496.314697229,347031.940678743,32311.1096326785,317576.471399082,396295.581963449,0,720863.208442496,91319.5607318879,0,0,0,0,0
10,0,125635.84437144,570528.614605095,1084898.77508783,457135.753676906,1307406.88705642,652638.899994416,1574555.69977392,750220.151568353,648375.917830552,1758751.51207713,674888.261174686,952987.04108915,1158333.52561496,409624.331055505,811782.85937706,650247.334297748,534987.998087821,629883.499342567,347210.286225917,83426.8148508058,826047.572274282,870098.664490113,394989.72698549,2025403.53611009,992106.610986503,136901.920006784,48559.8100999397,619965.568428138,64354.0464798662,8574.49581833144,24001.1764999052,16021.9729501193,264572.513195673,276743.858497285,25447.7229080922,7450.0063659909,948367.622251263,28928.2114582835,862920.39982857
11,0,50402.0290225793,296778.723001553,899926.064160962,796857.110050961,1752109.21672029,954789.560925718,1313335.7386304,2780158.79469746,1374292.73131522,875178.779875524,756120.957310731,1098436.53675674,232909.046769148,2178961.54357027,809004.668134478,1504774.17331843,404561.819104493,887394.607754582,1097518.63238897,1388240.24881935,757567.098839483,1297740.31499999,1492580.5906652,0,1071840.41547794,1104702.10424327,27409.5046444936,105529.883073882,220397.70715864,627019.114443533,0,76745.9124575598,0,0,0,265744.865324507,0,0,30259.4729040448
12,0,76279.8040620694,179035.375666191,353529.552501091,626386.060363177,636856.30263948,759261.075053576,767235.318648934,741807.47737905,761829.672889104,1320838.42725734,466850.072507913,1272570.33489928,1744736.74532515,895677.445316974,1758029.41816259,1480370.4332347,179801.83612206,77129.9774565868,0,918805.190606915,311577.568366838,6145.23438257112,151666.920879769,26227.9874075259,964594.41990008,8766.64017188652,390752.820563757,39081.9167745895,344608.333755155,0,338626.502546561,1138394.0360204,58166.3468426869,156650.093569421,0,0,0,0,0
13,19478.0969073529,194353.970429502,411284.536509941,1114474.7153494,948152.777485127,553646.326230749,974284.211400337,1036752.08369391,438507.399387767,1648184.86997743,2557590.25531648,3823530.37483917,893899.448347688,947680.902918832,1452574.98060422,965442.684843398,759227.367914959,1613476.19640154,667428.675123258,897474.142767893,584740.02726426,1565729.31477403,355985.240070407,418103.705858949,273858.666108252,208188.598742908,81613.4248178056,6249.53787366901,0,0,0,0,493013.236580712,56669.3891001355,0,234355.482009107,0,0,0,25195.2544245888
14,3415.1479646493,97023.0235191805,364709.6678593,566934.990520543,909817.989801505,2275063.99842722,1279525.98511065,1477289.89230909,986523.337913869,395441.596083836,1852342.10125509,1620960.73057664,916813.715879054,246302.274998006,704142.538185347,1734134.88906436,613658.588309832,763296.448694403,2112886.3471933,1709085.02309607,1517653.46569457,170299.805393741,0,659223.722729814,32402.8660386403,249451.44673056,224674.465661172,52273.6502553362,306460.652747601,0,17790.9865769934,0,216597.642473229,0,25472.9383334696,0,35410.6251829469,0,0,0
15,0,135587.880450977,433657.602219123,1060374.37287949,997384.739590076,548339.867293988,2215904.82772055,3002915.63918396,2160043.76687644,1451651.73579192,522221.853468888,580707.302229475,463751.678617337,1740778.74355146,886585.924273711,573135.747513492,1896278.66492982,2001396.56279958,679186.202645419,362636.654839262,660511.502604288,352239.945807934,415794.802944185,939066.731296713,99124.7757941515,115844.201753388,800300.925200933,403116.531124924,454269.713986618,0,517551.564902702,255508.636201815,38107.8038233753,877974.133734152,0,39615.4772569732,330583.462754089,23587.7788200954,21420.9058795194,0
16,0,67523.7813176154,241035.862370489,944470.53935041,1192351.20086406,729808.893834861,1595101.31464566,1342245.77335246,879753.660802523,1257433.83886706,963221.698924348,549543.810143141,734902.695972577,417739.00999212,863830.827465852,1127056.4570566,2054602.285886,1775444.03466214,703980.323882378,915202.61835736,98310.9493241521,86780.2022291167,721562.537339978,368816.954046257,70249.9183092673,551875.649404589,34568.8900962226,64725.2859451983,0,18945.3015242909,0,14823.2701165356,0,0,6960.06619095399,12509.6305230693,0,0,0,6814.06538216441
17,5155.85956296841,106289.724641889,480138.339230457,917694.61077548,1202416.29024605,823854.966927366,1292441.53669054,934952.872331715,795936.058225086,1535189.77512951,1185913.85583968,1071308.23186611,2239123.61042282,591438.522707025,884746.565283092,635363.786590547,592781.486681527,302899.27340498,1453761.2310217,734849.250373609,394090.076905526,308522.015503044,1082721.80164665,431421.869109198,685298.180175938,618584.101243176,757075.3683194,99413.5880700032,886807.449342676,1033553.4919054,1407927.75123372,403963.827136916,0,0,300324.284363663,44368.2801419267,0,0,21322.6428865029,9527.24925302502
18,0,203381.213066925,568094.994568688,1510424.79467295,1237681.32787799,829629.730042034,1389389.66869405,1103523.43119709,1159897.75597085,499057.412149038,1668322.70911269,2511652.66568425,1527204.47936801,1497201.08960411,802084.270573154,249368.759845395,776169.748953409,292462.894390601,309441.838930098,1376247.70275894,390175.116683922,149532.650092138,42526.9067858451,366867.927716437,336769.17922962,31047.1396092991,29997.6801168451,0,9570.33030545412,0,0,676785.742878621,45282.6893204989,0,0,0,0,0,0,0
19,0,82337.6399129601,313732.18754242,766751.71492846,846778.323002606,954573.586236768,1273630.38795441,1133853.29255339,1941629.76662738,1855226.44149853,893535.554313557,1949018.8890905,503969.383116737,1881348.62502696,865344.945390749,824150.96070393,841722.431536011,666226.056364042,413138.976321443,904648.286527195,134216.443248908,799042.736345522,410202.007719226,11181.6534351341,513231.480230457,13440.5043864424,671838.951293412,826541.943922159,22371.7360511005,371305.909119273,475142.11193608,24665.3383174167,43167.634799787,0,0,0,4330.75898471804,0,3838.24818202685,0
20,0,79217.0467249978,674504.542653269,1706881.81399834,1108195.71327537,1537202.93613461,1356336.78686545,1958804.52196103,2238682.18084316,1273906.5209465,2572090.58890212,1921497.4715626,360383.25335906,1014772.78212363,2322233.55780237,172951.918502709,143826.789451886,1384791.18901077,2771291.64663142,561454.961112517,1758518.29953442,835208.969037548,229025.005340725,484439.624032333,693960.663233974,40900.564304253,90562.2704879254,401983.146878965,0,59345.9174161514,624727.970180886,0,413993.294626185,36254.6915235814,32625.668662035,0,530138.13731379,0,71610.7824830146,0
21,23773.4087937369,52127.6361386334,493053.027352821,747212.26083989,1253743.9689689,835597.779646057,2090800.17626391,1359781.33309782,1056842.60904605,1155247.04455562,3356030.46789521,3296359.99843653,1329156.55365663,496807.126218032,1306114.89024177,562001.325216759,2493143.31228145,862229.165687444,365122.537018209,442281.088014361,1925297.34135005,185510.872330714,497112.739967003,516446.851429933,0,385571.837004007,507884.500281735,14317.8653239298,370480.742204582,0,52508.3626337491,2039959.67675187,306259.979038291,323600.895239342,377537.674064158,0,0,36157.4108779674,0,0
22,9590.78938138933,97881.8656660281,382110.533310908,1024455.07202933,1028508.47002746,992144.766326277,1493778.18216106,1070149.73264514,1649422.5351981,664257.586350973,587765.068669405,2249252.283536,2705929.71525818,1208111.81997844,858761.213172424,892378.300733768,830633.913971849,2042187.35335595,2043623.65928885,376975.268361283,452752.53583912,1695099.21234232,334317.219211513,83871.8145097736,358722.519351567,76732.5340930613,39684.3255511315,0,24371.5504181568,0,0,0,0,0,0,3558012.21689159,0,0,0,25167.8215109407
23,302232.6486738,180618.334660401,660496.794647239,762585.394954724,922230.290394466,598425.674809144,1633184.04937393,1063732.1603272,3269114.52999845,1916020.67977171,854269.337801981,1099209.67351395,1355438.17079917,1625852.60761432,756137.677584367,758179.60786556,665525.2087402,898270.01033745,484745.903729746,458465.318496502,1432631.07645235,89997.7393883652,301350.676485008,302176.807241887,14093.471219426,21339.8195089561,15539.0883345307,855001.705972745,10471.2666711977,303745.435404362,54910.6646950506,19235.7186951836,1290471.68648106,833275.362617211,125727.27610965,145632.315661536,0,520006.193296255,0,0
24,22869.232032372,161591.522808662,1192911.53909378,995741.353424325,1441911.73241073,1476849.25881126,1334368.23875987,1143246.06842769,785480.661964652,1742277.63404912,1017932.10226615,798164.680738571,666661.666644173,1463245.25969489,1318240.15890832,2065620.75989238,122708.430714853,739681.847480509,292685.315776573,415843.202818522,1070095.11269576,764272.749561112,342159.359236882,320917.144585391,37203.6351172304,609391.125500079,106993.310920903,662191.957790845,227074.263059481,69875.4566625868,31971.5243892884,391402.898469885,0,428057.355004895,18671.0576623377,60880.096530601,0,0,0,0
25,10838.8589475744,35569.4080356468,233164.25135741,615734.789286555,952818.080153222,1612305.00860065,908623.26799893,1352274.94438899,1285021.61027195,1017321.94529605,1795354.38418738,1550500.59638931,1694783.23948095,1389849.32756776,1184504.52614999,2140639.44155942,893963.69378676,996693.091766693,651741.023663473,1392231.9136801,68282.8171903073,112873.705190142,41031.888771321,478627.433513378,238480.33940839,323040.512396701,100274.764269486,0,25288.1968288367,0,0,0,0,0,0,0,0,0,0,0
26,0,89543.6141865816,256958.944240003,889214.827790332,1070967.65258215,1431487.18736477,2030185.94497781,1741653.97801171,1163243.30208653,884573.932263906,706145.434433402,3049513.84839801,382803.038634595,1642182.77461877,1242298.36110344,1508093.95404242,1446809.49536473,526220.89238097,402878.459105828,976435.39168838,924795.880519748,644954.451043139,61014.4523844645,666452.506859374,240446.155547069,500808.631593942,502063.478130106,0,676794.043351644,539311.065848665,0,822924.224380079,0,0,72182.5715340271,0,0,0,0,0
27,13604.4986649181,134258.327149799,879407.522734054,859477.145895496,1639638.80727203,3525948.76632436,1975901.18192295,1098582.49383661,1559163.84133896,1707664.48103199,1714384.78272553,764674.916068368,1310655.13366558,383529.69204168,1258531.18960704,863655.792527848,784071.531099775,522637.172016402,440853.862472429,134756.104238655,618165.152414953,9196.63624971436,108052.203398337,11043.1239266723,1019340.65972689,254340.929049972,86938.9370090921,1829686.19287255,540499.39405863,97841.3878200886,36347.3998015391,779767.834331374,573166.100742498,73776.6064309502,0,514635.650370973,0,0,16117.4108308027,31161.7873333678
28,0,121292.414039078,685656.429175307,2272214.22637582,1260678.62018387,1827548.94501763,1637680.52670731,1775733.14071842,2452879.3949344,1207825.17586254,2346540.85625934,2629371.40616294,1231733.46248268,640529.888922343,1732051.64323368,1297897.23945488,1689129.22829745,281768.331741872,470308.948271566,904493.604274424,842817.685359821,495582.293600444,273697.277401109,607224.144550069,489953.63688305,735850.883902763,531486.408687557,109193.372440122,69540.090085443,1092923.54559453,0,247152.292788557,3366.21878515364,0,297469.103304139,0,22858.6397516751,0,0,0
29,0,468962.769206643,1212110.1491201,1102876.17164768,1911710.65192252,2079142.03845608,1962732.16810689,2014573.01501535,3605667.19546196,1885112.22905686,630255.139596008,2069611.31761787,1702646.86232606,774138.112839432,1872011.74796795,608688.279335204,277405.203739828,410469.918177453,85784.970504968,636985.82755928,485821.001102723,613944.86739253,96119.7076860749,23967.0559067541,400773.568489143,0,5840.24667228263,68907.8198418904,6376.03636146611,0,5618.91116131909,823334.671043869,6595.45682521915,80177.5489218887,20246.0732874148,0,343023.30135285,767294.911748836,0,42934.6475167825
30,0,82306.788685218,531916.117955147,872709.569665936,1543623.0427274,1179210.69885518,1488782.19587565,2643100.02760328,1524838.50529048,1195877.06331789,1539285.85678268,1283018.14936936,3406291.29834522,754633.404680579,1231320.46689124,523463.190985472,4830923.49273118,1133461.68198903,599643.60319329,700967.476312152,95708.6782934313,464638.856081058,382919.899710701,922628.002870678,32641.578653092,73254.7631020822,5018.79984653087,0,4660.71056971217,0,5194.87113898457,293628.282279485,0,0,20374.1471535403,0,0,0,0,0
31,94849.8989767522,380376.540910769,666998.106936416,291160.373191772,830674.958626167,1100245.16571726,1184425.1988216,1340885.98388827,1440815.92014431,2173666.57415258,1987697.42050506,1792972.19804438,2648650.35939713,1562988.84367836,2104271.32889055,193585.709861803,913905.709003443,536202.691133501,632900.315228261,543112.834978113,734636.370986824,904601.605067822,935711.336867419,122777.588465337,2430826.66053804,937368.647058962,676850.203122483,0,167591.55910759,3651.11078432952,0,0,3991.44180653802,0,0,0,282680.388877369,0,93611.2623039973,0
32,31920.4240484281,153695.50301838,448673.709173759,1453485.21395501,2065596.36432983,1572414.4079225,1134292.83160646,1195270.45040109,826110.568769682,1074093.81660959,2121325.08538809,997433.51089698,3158025.98497376,1655256.14339971,2868676.19267353,128481.717449287,1404991.98854914,595890.518325,148101.932540314,113068.797988858,241540.299804871,1795262.00765213,871942.037799598,647461.810578591,1157201.44443254,583710.411566083,1841305.05795185,762219.038744237,348383.404064971,39517.720291738,45320.5755042725,0,0,258564.321936023,21471.1927718709,0,0,0,0,0
33,18483.0004757241,686516.847820883,1656905.67009159,1610865.37721563,2494437.04646294,2151191.35371482,1458468.27009626,1742005.6668238,1752751.78535899,2553272.14524219,2447187.41980305,1908859.0928785,2279454.56069766,538429.807865091,1306668.13286094,1744965.59545258,1735459.18994453,718540.268378086,1198554.6932491,1882729.88751964,1142944.45398171,786200.691190059,571841.500350715,1692905.21767139,32725.3980581576,33451.5857411975,282965.230067334,83373.474988854,0,7972.0088238279,0,258901.712576227,392180.357013042,0,56195.530740717,0,0,0,0,0
34,54953.0222838713,810234.815839585,547986.947444124,731417.580313165,1047535.61126142,1430395.31367256,2326604.30137203,1263069.70268287,1768309.60291182,1901332.06465155,2072453.21238666,1764293.87857288,1551433.75961885,985492.09488328,1325262.37235048,1305575.2452834,837708.925376377,495775.663821129,173854.866523467,669166.699059895,1778427.21956968,291956.105853937,1099080.71007855,8958.14807772609,747153.55082035,1601437.08121614,2724951.2154046,124421.019630351,288063.502254395,53156.1083161788,225488.136498562,0,0,12161.6870006574,0,0,0,0,0,0
35,10702.4603305382,237430.030985287,1006518.43607901,1588737.69391331,1391225.3983119,2631900.88748987,2386469.29991727,1761507.15119078,1302441.112512,2071920.15600278,2227326.76447608,2205342.22090521,1433976.98701435,2967507.05755725,1841436.68723814,2162368.54243856,1253325.68720534,2213244.91062368,2968219.88920736,1308815.34539838,288958.862360069,900797.222572289,28618.7951449061,65009.8685703294,1278683.13319301,65831.9588312686,0,358054.988363179,130903.141063343,0,0,0,0,0,0,0,0,0,0,0
