AQ,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
1,4179.34396789164,61924.154477845,95340.6230709532,785244.831267808,458696.725279277,429617.388925466,638755.577930137,958110.733039505,428820.131045515,882166.367346038,1653898.74836789,1103925.26514319,1337141.46735545,567810.476601985,217839.132237087,2258873.77152104,523917.111246582,1128171.55269485,209347.567633332,668261.964000382,215460.125278657,667451.407414147,813269.107598597,124236.217085694,1162107.49835205,0,758014.494390639,9596.66599018807,55700.6084784311,279749.75288193,0,847833.163828458,0,96857.1259027258,236714.675783233,0,0,22031.6384104185,0,654504.966602889
2,0,21330.7368928304,152843.104058401,211837.873025571,928146.343648579,505250.942707024,399880.432723454,572196.774795098,538360.543404069,784387.955036047,854486.731075502,667649.939544801,449580.934805768,688664.520767414,597473.611096218,899047.075229565,1216512.55672081,1891701.29551983,751849.186463483,969142.251954887,948617.944041998,1053340.9107404,452207.902859038,691895.954354913,204341.742431198,568612.763439629,924045.735604094,772382.001156703,3579.07644794658,340019.029925613,334235.938864865,0,2826242.58459883,30002.7595873371,510036.78124623,0,241179.125006599,304345.965159452,0,40110.3656634211
3,0,19947.9895272126,87880.4003097782,148418.635952431,275842.624268454,322992.208789507,458789.356240122,1034516.0760391,616690.035425106,622420.574846474,1001551.73589989,672030.187437631,1240262.70369529,1638225.19080614,977902.989158757,989244.988963769,1239693.64437094,567784.50687089,228098.715930656,1088294.14409891,454686.907979192,703143.304833164,928457.003180393,300339.517535573,134199.616196083,327858.386720414,87850.0576744024,1196769.5322388,48774.453761955,2323879.61948876,0,504573.609335799,24674.7040191678,22665.5442888308,0,379400.386574569,0,0,60424.5528377693,0
4,0,113558.91789149,121139.900300808,183287.597218796,450565.171523218,2208383.02937469,1332739.41793466,241797.323038308,468786.224224452,939555.087390157,373690.12060727,236143.801835331,433542.64923663,455074.841887318,1198083.17311934,416016.645512001,431138.062942673,780625.669328307,147123.923335408,33874.2558023926,228908.923879164,507620.293722689,748937.333726351,455921.494490969,73943.1269505448,293484.125758606,0,267851.573446435,7558.26038308342,0,33933.7457442349,392840.074982639,7459.26215400672,0,83447.4929213187,0,927926.320807521,0,75207.9234514897,0
5,0,33245.9931629295,154663.816779401,359904.8210802,630857.942149373,1312773.45682773,1317634.11993544,883373.117292461,719509.35987702,504679.035462985,758005.667262631,697333.683158907,778101.45524027,793731.139842569,506050.63888109,725136.284114215,880967.752194943,1590018.12176803,381858.975534687,566620.782705027,284579.182036256,108082.381989256,830867.511939513,255699.361401377,872032.218308181,870756.84527309,552593.886611589,749187.251944436,76914.6033834358,88315.0125221908,598775.810396879,0,74966.1307340309,0,209847.930211469,13918.8731428759,0,20659.2709893243,13582.5456895636,0
6,0,115132.315193969,261380.597055669,407900.95571625,1915408.2385509,1369750.23241507,755512.45028199,821554.853540562,666226.614371626,1496349.65769635,2269096.02159025,1083884.62892893,594617.043421589,878918.3064529,1378805.94035365,376547.828778472,1316912.44693851,525719.586124161,1212040.71476214,985498.818100312,456035.736441035,2194419.38320277,86219.127553139,333725.566221403,675657.471071066,36654.4336952307,56059.0807520907,372623.410362082,58403.0211484827,408037.75044835,78475.6672676485,320161.770905481,770031.749405563,26683.455759667,924764.744704419,75880.5251196095,124384.518681203,0,0,0
7,3691.66019278371,81689.7418118218,396690.510345659,564743.898351129,407081.37442231,482466.318193737,560617.304310458,458029.935605176,832681.960980807,594009.929989605,792632.849118704,1412436.54573522,411727.135803193,2048521.02239928,691965.653089238,470559.323584247,469146.488018049,1656505.71947427,300347.243885714,510228.618061089,684710.261208711,144824.009325279,840710.516680152,489795.112248501,58861.5824602387,11367.5391423311,25951.081764932,489390.313023211,242276.078006141,278160.439769152,1900998.68675641,1342089.58569771,1454192.58737879,87507.7077857519,81635.4265016905,0,0,12664.4699462882,0,0
8,7683.70504532696,119363.743620087,264677.136637705,511211.102127085,264765.594514524,1874562.38734558,1306313.40555503,331225.665320957,2159976.1279541,294053.830199401,327874.595537041,3823057.95562271,694900.562056175,80800.5187890324,325724.21853784,421090.322993298,828284.220853927,121936.796917485,1031669.53344596,622695.837801185,234741.796198473,866778.898141912,781797.631167179,183898.246833257,300915.320789316,839217.901854702,112803.984575151,763443.698726205,36207.3959686581,794371.945658432,0,127055.970493874,0,788170.619764083,116683.059779505,0,573286.179354076,0,65039.6806050012,0
9,3102.76100389733,85901.0304996529,342922.600600291,1118757.40771477,782590.245305211,670131.540539641,1296685.38155685,1436284.69485656,739592.067529565,1032244.37971281,595624.121667451,466023.787704936,1601419.52926043,1029188.58368194,1069974.26143023,350313.667311154,903765.886106416,1119203.13911786,145093.411390292,565735.694428161,861577.453410856,830698.72016063,54734.3719666257,47149.4486941747,261287.863286563,1022402.82851623,295003.317558389,187277.492943346,12829.8978241732,42862.7236720408,0,0,320765.10982838,14984.6480713921,60031.3379182411,246957.597333658,596959.16571726,54238.2614682349,27358.6619123445,5669.56469493689
10,0,80650.6010687264,196522.487886163,501262.014104342,715504.977139903,317154.917910238,790588.719005456,336270.555788252,986614.611542796,1365956.74153536,1096065.43895662,1060539.17909943,658977.493244582,502711.048986568,488246.726230303,462074.729799446,38243.0943644197,939118.67814937,233925.416794119,730079.573605311,830839.753140183,49423.7941802203,279448.113449665,0,227374.805822445,46621.2959941542,7326.60258581595,21327.6435247452,31731.3560893661,0,7381.725536692,266459.499064714,0,0,471886.824625541,45334.9620349471,24021.8015072211,218063.840231882,0,0
11,0,55077.6305834993,263595.474450546,663161.305915533,427955.691826063,946690.140331034,924125.776242241,1998559.42452422,704384.999167915,1516675.01155376,1101994.76249352,696278.785055732,1148145.59603815,1284108.16059347,1458129.88215435,1538635.70705136,814795.399472404,1766651.43626549,1489157.59695487,366018.384540085,1090041.01751294,971310.550001781,344417.892904868,93576.2878006859,703431.233942649,74768.9612026979,756624.127547533,960350.955343511,496689.851460603,4020.86066448088,67303.904498392,17438.1080770098,8977.8422613755,0,3752.00369696932,195887.828014115,0,0,42529.6058929202,0
