AQ,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
1,3832.7785300714,78709.9313929367,419275.585337206,652718.603163075,367411.950532651,1631093.50568164,770049.048530755,1885514.69475004,947230.069895515,872716.536635881,542602.606298091,813240.897394419,265952.85692481,2851181.97091736,654044.092657963,1793620.42962072,410842.639829955,601894.664562247,2072834.75993805,1560095.02959703,188077.256291621,301932.06033972,737641.110115636,42323.4734994972,278543.23192608,28802.4721864433,208564.777784924,409362.850445055,55898.8407100305,10557.082054757,441235.335477337,552894.641648207,57320.7182525171,41578.7880644093,0,7421.33214548225,10135.1668618397,0,0,345475.827813774
2,0,64105.9587597982,211003.477095507,456415.002713436,918816.888455779,975024.049295617,559601.951814121,875455.837500525,406849.121960918,1737159.84259798,793108.728358692,343714.974560821,948095.539717079,1326684.5828836,1136199.77772734,204097.992097806,228607.902659013,173472.336440338,1303265.06440352,1082920.5668286,820847.904719038,396797.722075848,179382.499179473,270386.581551806,461579.99593855,0,428598.996123967,653083.064901365,37192.7789758872,9588.25528535923,33201.4987939057,0,0,0,0,175493.628077585,0,0,36004.1516566427,0
3,0,123466.108139331,126865.329798273,645010.260567234,475489.606755417,1125329.09284668,630056.115686247,470801.626020516,396390.117311512,659219.262856123,706169.698992592,1620986.32395597,430184.00344885,479665.473307265,430881.999579396,449756.596718206,547732.775603336,191781.548067707,1157193.3351922,449491.135254356,954478.357515624,403844.73889093,237688.73945458,238128.61182345,237112.753383262,0,476467.779936175,92212.7168606316,11437.3092987652,4135.51004451135,257048.40741411,2261789.86315977,33665.642241574,0,684804.05014491,0,34067.014567753,0,0,0
4,0,257713.744228104,192115.447324617,693655.739194222,522835.935716147,244952.618511812,966893.80790405,662291.697686342,356921.379604037,887381.300441251,1299278.48433162,1117431.7969338,361474.171687434,718970.993788843,515706.196704129,621981.034412973,381628.5390202,846220.227258478,2129033.34788587,161452.608107664,230480.970899185,435314.231335502,57411.521106396,709047.726690458,1046961.11812996,1080965.19831236,110684.185749051,399478.79690537,606925.706985742,46260.5955445792,79550.3717940986,925286.124698242,0,0,450372.122349872,0,263186.118885911,31910.8064362079,0,52241.0411808136
5,4327.47622783595,60832.2957780577,215096.906412917,1770803.50545375,743536.97635746,358489.109163897,820348.097565718,722162.541693587,1328003.45316577,957641.312391427,719190.797821728,202040.356914152,97524.9414961002,959307.711134139,1034173.50857022,718802.169803103,73574.8323935585,980204.832348382,424297.640005454,469122.593729348,26861.0334727891,231861.366096689,428643.59034616,443283.813144607,43288.5515743138,445475.577660617,113611.58356794,219396.396274273,22686.9231824978,798594.69913871,0,106396.029679482,0,7849.0902346956,0,0,7845.89712919087,0,1502671.31813924,0
6,4460.69503950406,25073.3187626474,77151.7469026263,167669.347769911,398822.387089595,333695.877931138,466334.377901414,430786.187619306,693054.203131189,393291.073863259,1244856.03852796,502551.636416462,538643.099755914,1243192.18764588,404390.331908723,828333.688643451,957169.934381787,2831994.49727945,418138.235152548,697433.686884003,279037.645975965,498569.190242124,84616.8827327832,48657.7744639482,724376.612403835,1478338.38900274,703559.519203043,2102348.55440829,0,255055.25499898,503731.91870584,260872.936869959,298235.147923652,166940.761031892,197809.766778236,0,18188.177887008,0,0,0
7,5071.70750582139,265487.760432751,596391.677491539,928832.054132338,2195034.19817433,1264920.59887233,812606.196117341,603641.538438324,382855.493659131,836293.395780504,1021077.92958004,1387141.02900313,768910.317323168,363722.329114127,1046182.07410865,866453.680674206,2210884.11400008,1279401.47633385,514694.902172489,234664.847340217,283120.998891373,1217927.99214513,271620.506148003,66016.0413058349,226492.264577505,243899.597945078,64297.9293219518,16661.5594092462,195490.046712202,0,14758.014977878,0,0,0,15502.3724864219,0,0,0,0,872891.74238807
8,0,176703.941771291,777714.500559903,788951.389513143,351774.598023303,872517.155912618,1137681.75396281,724753.485007388,885046.368270169,441718.035036611,594920.457049536,1017439.83005863,652154.787572689,1270494.45090057,1871788.3855726,1367376.76486151,462364.21277916,317111.668592558,312953.548355839,703350.709413055,451250.36627347,460213.822262186,852899.705893984,1734908.59612888,1586542.71839649,1337273.13096473,923776.918221645,912030.404381494,98893.1268990865,272721.298813332,880242.715199892,77614.950700919,2622.12006466144,358851.599645015,25726.7952905515,847077.034996652,503117.213020491,36775.9645681735,127845.431313883,13847.6232245639
9,9287.23876134987,408981.977975966,285382.178950081,584481.16368002,608813.299834987,547717.135808623,426080.544049953,1065967.99520951,876390.602984405,1343709.38662578,1262506.5299548,902341.867460251,577580.717380689,321148.549339062,273555.945623191,404799.066358741,438814.036770227,495992.616812999,514060.885502019,1650902.71528485,1390217.02713971,541036.772635761,228935.24644227,112862.689089569,297398.35498309,12784.0155715426,19783.3120958226,2817.04608753765,865904.470979769,594002.109300607,704751.210049602,52428.7910305266,90638.0764253854,0,0,0,0,0,0,0
10,0,148022.105779222,1931781.70140523,196945.779618984,638429.349717287,313985.205341105,1087261.23775732,934984.523501729,620065.173545426,443031.277486247,691990.895544765,646905.148596368,575573.707683105,949801.739322979,821875.672472797,2435409.00067369,1337654.69015902,114510.7477589,275073.332506259,486362.213954344,265080.079064176,520301.99029198,413293.526011155,504830.610328238,279565.13198099,1024616.87839606,401866.602847116,55334.0385408119,650355.98756784,53391.7635794739,0,28060.836064415,1484804.49918856,15746.6427522807,0,197709.657273073,41748.0595915252,0,0,0
